CompteurSec,Datation GPS,Pump-Cold W,Dewar-Cover,Tmp Air Ext ,Temp Air Int ,Miroir Siderost,Med Bench, Detect Mount, Upp Tk ,Low Tk, Frame EL, Frame CE, Rot Angle, Longi, Latitude, Altitude, DV Az, DV EL, DV Psi, DV Asc, DV Dec, DV Theta, Estim DV (0=NAC 1=DTU 2=GUI), ConsAz, ConsEl, ConsPsi, ConsAsc, ConsDec, ConsTheta
5,06/09/23 00:10:04,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.182,80.0949,179.601,233.763,28.6145,128.337,0,31.5,45.6,0,298.651,63.6733,103.817
10,06/09/23 00:10:09,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.7,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.182,80.0949,179.601,233.787,28.6145,128.337,0,31.5,45.6,0,298.675,63.6733,103.817
15,06/09/23 00:10:14,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.7,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.807,28.6144,128.337,0,31.5,45.6,0,298.695,63.6733,103.817
20,06/09/23 00:10:19,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.827,28.6144,128.337,0,31.5,45.6,0,298.715,63.6733,103.817
25,06/09/23 00:10:24,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.851,28.6144,128.337,0,31.5,45.6,0,298.739,63.6733,103.817
30,06/09/23 00:10:29,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.871,28.6144,128.337,0,31.5,45.6,0,298.759,63.6733,103.817
35,06/09/23 00:10:34,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.891,28.6144,128.337,0,31.5,45.6,0,298.779,63.6733,103.817
40,06/09/23 00:10:39,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.911,28.6144,128.337,0,31.5,45.6,0,298.799,63.6733,103.817
45,06/09/23 00:10:44,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.935,28.6144,128.337,0,31.5,45.6,0,298.823,63.6733,103.817
50,06/09/23 00:10:49,1242.6,1243,25.9,24.2,24.2,33.6,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.955,28.6143,128.338,0,31.5,45.6,0,298.843,63.6733,103.817
55,06/09/23 00:10:54,1242.6,1243,25.9,24.2,24.2,33.6,35.4,24.6,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.975,28.6144,128.338,0,31.5,45.6,0,298.863,63.6733,103.817
60,06/09/23 00:11:00,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.6,24.3,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.181,80.0949,179.601,233.999,28.6143,128.338,0,31.5,45.6,0,298.887,63.6733,103.817
65,06/09/23 00:11:05,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.02,28.6143,128.338,0,31.5,45.6,0,298.907,63.6733,103.817
70,06/09/23 00:11:10,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.04,28.6143,128.338,0,31.5,45.6,0,298.928,63.6733,103.817
75,06/09/23 00:11:15,1242.6,1243,25.9,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.064,28.6143,128.338,0,31.5,45.6,0,298.952,63.6733,103.817
80,06/09/23 00:11:20,1242.6,1243,25.9,24.2,24.1,33.6,35.3,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.084,28.6143,128.338,0,31.5,45.6,0,298.972,63.6733,103.817
85,06/09/23 00:11:25,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.6,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.104,28.6143,128.338,0,31.5,45.6,0,298.992,63.6733,103.817
90,06/09/23 00:11:30,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.6,24.3,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.124,28.6143,128.338,0,31.5,45.6,0,299.012,63.6733,103.817
95,06/09/23 00:11:35,1242.6,1243,25.9,24.2,24.1,33.6,35.4,24.7,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.148,28.6143,128.338,0,31.5,45.6,0,299.036,63.6733,103.817
100,06/09/23 00:11:40,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.7,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.168,28.6142,128.338,0,31.5,45.6,0,299.056,63.6733,103.817
105,06/09/23 00:11:45,1242.6,1243,25.9,24.2,24.1,33.5,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.188,28.6143,128.338,0,31.5,45.6,0,299.076,63.6733,103.817
110,06/09/23 00:11:50,1242.6,1243,25.9,24.2,24.2,33.6,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0949,179.601,234.212,28.6143,128.338,0,31.5,45.6,0,299.1,63.6733,103.817
115,06/09/23 00:11:55,1242.6,1243,25.9,24.2,24.2,33.6,35.4,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.602,234.223,28.608,128.343,0,31.5,45.6,0,299.12,63.6733,103.817
120,06/09/23 00:12:00,1242.6,1243,25.8,24.2,24.1,33.5,35.4,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.601,234.243,28.6079,128.343,0,31.5,45.6,0,299.14,63.6733,103.817
125,06/09/23 00:12:06,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.602,234.263,28.6079,128.343,0,31.5,45.6,0,299.16,63.6733,103.817
130,06/09/23 00:12:11,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.602,234.287,28.608,128.343,0,31.5,45.6,0,299.184,63.6733,103.817
135,06/09/23 00:12:16,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.601,234.307,28.6079,128.343,0,31.5,45.6,0,299.204,63.6733,103.817
140,06/09/23 00:12:21,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.601,234.328,28.6079,128.343,0,31.5,45.6,0,299.224,63.6733,103.817
145,06/09/23 00:12:26,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.238,80.0849,179.66,234.345,28.6158,128.347,0,31.5,45.6,0,299.248,63.6733,103.817
150,06/09/23 00:12:31,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.5,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.602,234.372,28.608,128.343,0,31.5,45.6,0,299.268,63.6733,103.817
155,06/09/23 00:12:36,1242.6,1243,25.9,24.1,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.18,80.0849,179.601,234.392,28.6079,128.343,0,31.5,45.6,0,299.289,63.6733,103.817
160,06/09/23 00:12:41,1242.6,1243,25.9,24.1,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.237,80.0849,179.66,234.405,28.6157,128.348,0,31.5,45.6,0,299.309,63.6733,103.817
165,06/09/23 00:12:46,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.602,234.436,28.6078,128.344,0,31.5,45.6,0,299.333,63.6733,103.817
170,06/09/23 00:12:51,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.456,28.6078,128.344,0,31.5,45.6,0,299.353,63.6733,103.817
175,06/09/23 00:12:56,1242.6,1243,25.8,24.1,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.476,28.6078,128.344,0,31.5,45.6,0,299.373,63.6733,103.817
180,06/09/23 00:13:01,1242.6,1243,25.8,24.1,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.601,234.5,28.6079,128.344,0,31.5,45.6,0,299.397,63.6733,103.817
185,06/09/23 00:13:06,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.602,234.52,28.6079,128.344,0,31.5,45.6,0,299.417,63.6733,103.817
190,06/09/23 00:13:12,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.601,234.54,28.6079,128.344,0,31.5,45.6,0,299.437,63.6733,103.817
195,06/09/23 00:13:17,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.601,234.564,28.6079,128.344,0,31.5,45.6,0,299.461,63.6733,103.817
200,06/09/23 00:13:22,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.584,28.6078,128.344,0,31.5,45.6,0,299.481,63.6733,103.817
205,06/09/23 00:13:27,1242.6,1243,25.9,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.601,234.604,28.6078,128.344,0,31.5,45.6,0,299.501,63.6733,103.817
210,06/09/23 00:13:32,1242.6,1243,25.9,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.625,28.6077,128.345,0,31.5,45.6,0,299.521,63.6733,103.817
215,06/09/23 00:13:37,1242.6,1243,25.9,24.2,24.2,33.5,35.3,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.649,28.6078,128.345,0,31.5,45.6,0,299.545,63.6733,103.817
220,06/09/23 00:13:42,1242.6,1243,25.9,24.2,24.2,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.669,28.6078,128.344,0,31.5,45.6,0,299.565,63.6733,103.817
225,06/09/23 00:13:47,1242.6,1243,25.8,24.2,24.2,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.689,28.6078,128.344,0,31.5,45.6,0,299.585,63.6733,103.817
230,06/09/23 00:13:52,1242.6,1243,25.8,24.2,24.2,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.179,80.0849,179.601,234.713,28.6078,128.344,0,31.5,45.6,0,299.609,63.6733,103.817
235,06/09/23 00:13:57,1242.6,1243,25.9,24.2,24.1,33.5,35.2,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.733,28.6077,128.344,0,31.5,45.6,0,299.629,63.6733,103.817
240,06/09/23 00:14:02,1242.6,1243,25.9,24.2,24.1,33.5,35.2,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.753,28.6077,128.344,0,31.5,45.6,0,299.65,63.6733,103.817
245,06/09/23 00:14:07,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.773,28.6078,128.345,0,31.5,45.6,0,299.67,63.6733,103.817
250,06/09/23 00:14:12,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.797,28.6077,128.345,0,31.5,45.6,0,299.694,63.6733,103.817
255,06/09/23 00:14:17,1242.6,1243,25.8,24.1,24.1,33.5,35.3,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.817,28.6077,128.345,0,31.5,45.6,0,299.714,63.6733,103.817
260,06/09/23 00:14:23,1242.6,1243,25.8,24.1,24.1,33.5,35.3,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.837,28.6077,128.345,0,31.5,45.6,0,299.734,63.6733,103.817
265,06/09/23 00:14:28,1242.6,1243,25.8,24.1,24.1,33.5,35.2,24.5,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.861,28.6077,128.345,0,31.5,45.6,0,299.758,63.6733,103.817
270,06/09/23 00:14:33,1242.6,1243,25.8,24.1,24.1,33.5,35.2,24.5,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.881,28.6077,128.345,0,31.5,45.6,0,299.778,63.6733,103.817
275,06/09/23 00:14:38,1242.6,1243,25.8,24.1,24.2,33.5,35.2,24.5,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.901,28.6077,128.345,0,31.5,45.6,0,299.798,63.6733,103.817
280,06/09/23 00:14:43,1242.6,1243,25.8,24.1,24.2,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.921,28.6077,128.345,0,31.5,45.6,0,299.818,63.6733,103.817
285,06/09/23 00:14:48,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.945,28.6077,128.345,0,31.5,45.6,0,299.842,63.6733,103.817
290,06/09/23 00:14:53,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,234.966,28.6077,128.345,0,31.5,45.6,0,299.862,63.6733,103.817
295,06/09/23 00:14:58,1242.6,1243,25.8,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,234.986,28.6077,128.345,0,31.5,45.6,0,299.882,63.6733,103.817
300,06/09/23 00:15:03,1242.6,1243,25.8,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,235.01,28.6077,128.345,0,31.5,45.6,0,299.906,63.6733,103.817
305,06/09/23 00:15:08,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.601,235.03,28.6077,128.345,0,31.5,45.6,0,299.926,63.6733,103.817
310,06/09/23 00:15:13,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.3,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.601,235.05,28.6077,128.345,0,31.5,45.6,0,299.946,63.6733,103.817
315,06/09/23 00:15:18,1242.6,1243,25.8,24.1,24.2,33.5,35.2,24.5,24.3,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,235.07,28.6077,128.345,0,31.5,45.6,0,299.966,63.6733,103.817
320,06/09/23 00:15:23,1242.6,1243,25.8,24.1,24.2,33.5,35.2,24.5,24.3,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.178,80.0849,179.602,235.094,28.6077,128.345,0,31.5,45.6,0,299.99,63.6733,103.817
325,06/09/23 00:15:29,1242.6,1243,25.8,24.1,24.1,33.4,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.601,235.114,28.6076,128.345,0,31.5,45.6,0,300.01,63.6733,103.817
330,06/09/23 00:15:34,1242.6,1243,25.8,24.1,24.1,33.4,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.602,235.134,28.6077,128.345,0,31.5,45.6,0,300.031,63.6733,103.817
335,06/09/23 00:15:39,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.602,235.158,28.6076,128.345,0,31.5,45.6,0,300.055,63.6733,103.817
340,06/09/23 00:15:44,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.601,235.178,28.6076,128.345,0,31.5,45.6,0,300.075,63.6733,103.817
345,06/09/23 00:15:49,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.601,235.198,28.6076,128.346,0,31.5,45.6,0,300.095,63.6733,103.817
350,06/09/23 00:15:54,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.602,235.218,28.6075,128.346,0,31.5,45.6,0,300.115,63.6733,103.817
355,06/09/23 00:15:59,1242.6,1243,25.9,24.1,24.1,33.5,35.3,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.601,235.242,28.6076,128.346,0,31.5,45.6,0,300.139,63.6733,103.817
360,06/09/23 00:16:04,1242.6,1243,25.9,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.177,80.0849,179.601,235.262,28.6076,128.346,0,31.5,45.6,0,300.159,63.6733,103.817
365,06/09/23 00:16:09,1242.6,1243,25.8,24.1,24.2,33.5,35.2,24.5,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.177,80.0949,179.601,235.291,28.6138,128.341,0,31.5,45.6,0,300.179,63.6733,103.817
370,06/09/23 00:16:14,1242.6,1243,25.8,24.1,24.2,33.5,35.2,24.5,24.3,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.316,28.6138,128.341,0,31.5,45.6,0,300.203,63.6733,103.817
375,06/09/23 00:16:19,1242.6,1243,25.9,24.3,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.336,28.6137,128.342,0,31.5,45.6,0,300.223,63.6733,103.817
380,06/09/23 00:16:24,1242.6,1243,25.9,24.3,24.1,33.5,35.2,24.6,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.356,28.6138,128.342,0,31.5,45.6,0,300.243,63.6733,103.817
385,06/09/23 00:16:29,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.38,28.6137,128.342,0,31.5,45.6,0,300.267,63.6733,103.817
390,06/09/23 00:16:35,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.4,28.6137,128.342,0,31.5,45.6,0,300.287,63.6733,103.817
395,06/09/23 00:16:40,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.42,28.6137,128.342,0,31.5,45.6,0,300.307,63.6733,103.817
400,06/09/23 00:16:45,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.44,28.6137,128.342,0,31.5,45.6,0,300.327,63.6733,103.817
405,06/09/23 00:16:50,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.464,28.6137,128.342,0,31.5,45.6,0,300.351,63.6733,103.817
410,06/09/23 00:16:55,1242.6,1243,25.8,24.2,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.484,28.6137,128.342,0,31.5,45.6,0,300.371,63.6733,103.817
415,06/09/23 00:17:00,1242.6,1243,25.8,24.1,24.1,33.5,35.3,24.6,24.2,-9.73745,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.504,28.6137,128.342,0,31.5,45.6,0,300.392,63.6733,103.817
420,06/09/23 00:17:05,1242.6,1243,25.8,24.1,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.528,28.6137,128.342,0,31.5,45.6,0,300.416,63.6733,103.817
425,06/09/23 00:17:10,1242.6,1243,25.9,24.3,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.548,28.6137,128.342,0,31.5,45.6,0,300.436,63.6733,103.817
430,06/09/23 00:17:15,1242.6,1243,25.9,24.3,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.568,28.6137,128.342,0,31.5,45.6,0,300.456,63.6733,103.817
435,06/09/23 00:17:20,1242.6,1243,25.8,24.3,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.588,28.6137,128.342,0,31.5,45.6,0,300.476,63.6733,103.817
440,06/09/23 00:17:25,1242.6,1243,25.8,24.3,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.233,80.0949,179.659,235.605,28.6214,128.347,0,31.5,45.6,0,300.5,63.6733,103.817
445,06/09/23 00:17:30,1242.6,1243,25.8,24.3,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.233,80.0949,179.659,235.626,28.6214,128.347,0,31.5,45.6,0,300.52,63.6733,103.817
450,06/09/23 00:17:35,1242.6,1243,25.9,24.3,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.233,80.095,179.659,235.646,28.6214,128.347,0,31.5,45.6,0,300.54,63.6733,103.817
455,06/09/23 00:17:41,1242.6,1243,25.9,24.3,24.1,33.5,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.176,80.0949,179.601,235.677,28.6137,128.342,0,31.5,45.6,0,300.564,63.6733,103.817
460,06/09/23 00:17:46,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.175,80.0949,179.601,235.697,28.6137,128.342,0,31.5,45.6,0,300.584,63.6733,103.817
465,06/09/23 00:17:51,1242.6,1243,25.8,24.2,24.1,33.5,35.2,24.5,24.3,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.233,80.0949,179.659,235.71,28.6214,128.347,0,31.5,45.6,0,300.604,63.6733,103.817
470,06/09/23 00:17:56,1242.6,1243,25.8,24.2,24.1,33.5,35.1,24.5,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.233,80.0949,179.659,235.73,28.6214,128.347,0,31.5,45.6,0,300.624,63.6733,103.817
475,06/09/23 00:18:01,1242.6,1243,25.8,24.2,24.1,33.5,35.1,24.5,24.2,-9.73745,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.175,80.0949,179.601,235.761,28.6136,128.343,0,31.5,45.6,0,300.648,63.6733,103.817
480,06/09/23 00:18:06,1242.6,1243,25.8,24.2,24.1,33.4,35.1,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.232,80.0949,179.659,235.774,28.6213,128.348,0,31.5,45.6,0,300.668,63.6733,103.817
485,06/09/23 00:18:11,1242.6,1243,25.8,24.2,24.1,33.4,35.1,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.232,80.095,179.659,235.794,28.6213,128.348,0,31.5,45.6,0,300.688,63.6733,103.817
490,06/09/23 00:18:16,1242.6,1243,25.8,24.2,24.1,33.4,35.2,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.232,80.0949,179.659,235.818,28.6213,128.348,0,31.5,45.6,0,300.712,63.6733,103.817
495,06/09/23 00:18:21,1242.6,1243,25.8,24.2,24.1,33.4,35.2,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.232,80.0949,179.659,235.838,28.6213,128.348,0,31.5,45.6,0,300.732,63.6733,103.817
500,06/09/23 00:18:26,1242.6,1243,25.7,24.2,24.2,33.5,35.1,24.5,24.2,-9.73747,-0.0208418,0.0019967,-104.222,34.4901,1275.3,236.175,80.0949,179.601,235.865,28.6136,128.343,0,31.5,45.6,0,300.753,63.6733,103.817
505,06/09/23 00:18:31,1242.6,1243,25.7,24.2,24.2,33.5,35.1,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.232,80.0949,179.659,235.882,28.6213,128.348,0,31.5,45.6,0,300.777,63.6733,103.817
510,06/09/23 00:18:36,1242.6,1243,25.7,24.2,24.1,33.5,35.1,24.5,24.2,-9.73747,-0.0208387,0.0019967,-104.222,34.4901,1275.3,236.232,80.095,179.659,235.902,28.6213,128.348,0,31.5,45.6,0,300.797,63.6733,103.817
