Datation GPS;Pump-Cold W;Dewar-Cover;Tmp Air Ext ;Temp Air Int ;Miroir Siderost;Med Bench; Detect Mount; Upp Tk ;Low Tk; Frame EL; Frame CE; Rot Angle; Longi; Latitude; Altitude; DV Az; DV EL; DV Psi; DV Asc D; DV Dec; DV Theta;
24/06/23 06:48:56;14.8;15.2;15.2;15;16.5;1242;1242.2;1242.6;1242.7;11.8015;2.04454;59.998;-118.124;34.136;272;125.002;55.5815;67.052;284.452;11.2189;110.778;
24/06/23 06:49:56;14.8;15.1;15.2;15;16.5;1242;1242.2;1242.6;1242.7;11.6987;2.12965;59.998;-118.124;34.136;272;125.324;55.7766;67.3898;284.434;11.2349;110.903;
24/06/23 06:50:56;14.8;15.2;15.2;15;16.5;1242;1242.2;1242.6;1242.7;11.6145;2.21482;59.998;-118.124;34.136;272;125.62;55.9229;67.6987;284.457;11.2271;111.011;
24/06/23 06:51:56;14.8;15.2;15.2;15;16.4;1242;1242.2;1242.6;1242.7;11.53;2.29848;59.998;-118.124;34.136;272;125.946;56.0586;68.0428;284.479;11.2012;111.129;
24/06/23 06:52:57;14.8;15.2;15.2;14.9;16.5;1242;1242.2;1242.6;1242.7;11.4456;2.38051;59.998;-118.124;34.136;272;126.242;56.2064;68.3506;284.506;11.1967;111.235;
24/06/23 06:53:58;14.8;15.1;15.2;14.9;16.4;1242;1242.2;1242.6;1242.7;11.3611;2.46409;59.998;-118.124;34.136;272;126.57;56.3477;68.6965;284.521;11.1767;111.353;
24/06/23 06:54:58;14.8;15.1;15.3;15;16.4;1242;1242.2;1242.6;1242.7;13.9323;-0.0194499;59.998;-118.124;34.136;272;118.061;51.4401;59.8002;291.916;11.3088;107.948;
24/06/23 06:55:58;14.8;15.1;15.2;14.9;16.4;1242;1242.2;1242.6;1242.7;13.8553;-0.02;10.703;-118.124;34.136;272;118.053;51.589;10.9768;292.059;11.4121;59.1529;
24/06/23 06:56:58;14.8;15.1;15.3;15;16.4;1242;1242.2;1242.6;1242.7;13.7791;-0.02;-59.392;-118.124;34.136;272;118.029;51.7387;-59.6036;292.204;11.5228;-11.3884;
24/06/23 06:57:58;14.9;15.1;15.3;15;16.4;1242;1242.2;1242.6;1242.7;13.7029;-0.02;-59.169;-118.124;34.136;272;118.018;51.8914;-59.3715;292.345;11.6296;-11.1253;
24/06/23 06:58:58;14.9;15.2;15.3;14.9;16.4;1242;1242.2;1242.6;1242.7;13.6272;-0.00840831;-58.934;-118.124;34.136;272;118.044;52.0414;-59.114;292.469;11.7174;-10.863;
24/06/23 06:59:58;14.8;15.1;15.2;14.9;16.3;1242;1242.2;1242.6;1242.7;13.5521;0.0986168;-58.699;-118.124;34.136;272;118.367;52.1928;-58.5308;292.471;11.671;-10.4836;
24/06/23 07:00:58;14.8;15.1;15.2;14.8;16.3;1242;1242.2;1242.6;1242.7;13.4772;0.206367;-58.452;-118.124;34.136;272;118.692;52.3421;-57.9482;292.475;11.623;-10.1082;
24/06/23 07:01:58;14.7;15.1;15.3;14.8;16.4;1242;1242.2;1242.6;1242.7;13.4026;0.314467;-58.216;-118.124;34.136;272;119.017;52.487;-57.3663;292.478;11.5741;-9.73394;
24/06/23 07:02:58;14.8;15.1;15.1;14.8;16.3;1242;1242.2;1242.6;1242.7;13.3298;0.422778;-57.972;-118.124;34.136;272;119.351;52.6322;-56.7652;292.481;11.5222;-9.3484;
24/06/23 07:03:58;14.8;15.1;15.2;14.8;16.4;1242;1242.2;1242.6;1242.7;13.2551;0.530339;-57.726;-118.124;34.136;272;119.689;52.7752;-56.1626;292.485;11.4688;-8.96472;
24/06/23 07:04:58;14.7;15;15.2;14.8;16.3;1242;1242.2;1242.6;1242.7;13.1823;0.637311;-57.476;-118.124;34.136;272;120.021;52.9138;-55.5669;292.491;11.4161;-8.58583;
24/06/23 07:05:58;14.6;15;15.2;14.8;16.3;1242;1242.2;1242.6;1242.7;13.1098;0.745453;-57.221;-118.124;34.136;272;120.36;53.0526;-54.9501;292.498;11.362;-8.19127;
24/06/23 07:06:58;14.6;15;15.2;14.8;16.3;1242;1242.2;1242.6;1242.7;13.0374;0.856978;-56.971;-118.124;34.136;272;120.704;53.1869;-54.3394;292.502;11.3041;-7.80772;
24/06/23 07:07:58;14.6;15;15.2;14.8;16.2;1242;1242.2;1242.6;1242.7;12.9654;0.967672;-56.714;-118.124;34.136;272;121.056;53.321;-53.7158;292.508;11.2442;-7.41766;
24/06/23 07:08:59;14.6;15;15.1;14.8;16.2;1242;1242.2;1242.6;1242.7;12.8944;1.07752;-56.453;-118.124;34.136;272;121.409;53.4528;-53.0817;292.515;11.1833;-7.01955;
24/06/23 07:10:00;14.6;14.9;15.2;14.8;16.1;1242;1242.2;1242.6;1242.7;12.8235;1.18865;-56.194;-118.124;34.136;272;121.759;53.5805;-52.4502;292.523;11.1226;-6.6227;
24/06/23 07:11:00;14.6;14.9;15.1;14.9;16.2;1242;1242.2;1242.6;1242.7;12.7531;1.29922;-55.929;-118.124;34.136;272;122.118;53.7077;-51.8166;292.531;11.0593;-6.231;
24/06/23 07:12:00;14.7;15;15.1;15;16.2;1242;1242.2;1242.6;1242.7;12.6833;1.40951;-55.669;-118.124;34.136;272;122.479;53.8325;-51.1683;292.541;10.9946;-5.82757;
24/06/23 07:13:00;14.7;15;15.2;15;16.2;1242;1242.2;1242.6;1242.7;12.6138;1.51988;-55.405;-118.124;34.136;272;122.837;53.953;-50.528;292.551;10.93;-5.43077;
24/06/23 07:14:00;14.7;15;15.1;15;16.2;1242;1242.2;1242.6;1242.7;12.5451;1.62958;-55.129;-118.124;34.136;272;123.202;54.0732;-49.868;292.563;10.8632;-5.02087;
24/06/23 07:15:00;14.8;15;15.2;15;16.2;1242;1242.2;1242.6;1242.7;12.4786;1.7398;-54.861;-118.124;34.136;272;123.564;54.189;-49.2199;292.575;10.7962;-4.6218;
24/06/23 07:16:00;14.8;15;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;12.4124;1.84964;-54.586;-118.124;34.136;272;123.935;54.3042;-48.5567;292.588;10.7268;-4.21456;
24/06/23 07:17:00;14.8;15;15.1;15.1;16.2;1242;1242.2;1242.6;1242.7;12.3462;1.9594;-54.308;-118.124;34.136;272;124.301;54.4152;-47.8957;292.602;10.6574;-3.8079;
24/06/23 07:18:00;14.8;15;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;12.2793;2.0696;-54.022;-118.124;34.136;272;124.675;54.5255;-47.2253;292.618;10.5858;-3.39829;
24/06/23 07:19:00;14.8;15;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;12.2112;2.17909;-53.742;-118.124;34.136;272;125.051;54.633;-46.5443;292.635;10.513;-2.98057;
24/06/23 07:20:00;14.8;15.1;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;12.145;2.28886;-53.455;-118.124;34.136;272;125.424;54.7365;-45.8763;292.652;10.4401;-2.57436;
24/06/23 07:21:00;14.8;15.1;15.2;15.1;16.3;1242;1242.2;1242.6;1242.7;12.0707;2.39843;-53.172;-118.124;34.136;272;125.808;54.859;-45.1878;292.655;10.3782;-2.15439;
24/06/23 07:22:00;14.8;15.1;15.2;15.1;16.3;1242;1242.2;1242.6;1242.7;11.996;2.50918;-52.882;-118.124;34.136;272;126.199;54.9784;-44.489;292.658;10.3126;-1.73077;
24/06/23 07:23:00;14.8;15.1;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;11.9317;2.62175;-52.592;-118.124;34.136;272;126.587;55.0732;-43.791;292.675;10.2315;-1.3099;
24/06/23 07:24:00;14.8;15.1;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;11.8688;2.64666;-52.297;-118.124;34.136;272;126.703;55.1926;-43.378;292.796;10.2751;-0.968255;
24/06/23 07:25:01;14.9;15;15.3;15.1;16.2;1242;1242.2;1242.6;1242.7;11.806;2.64666;-52;-118.124;34.136;272;126.736;55.3162;-43.0512;292.946;10.3537;-0.650821;
24/06/23 07:26:01;14.8;15.1;15.3;15.1;16.1;1242;1242.2;1242.6;1242.7;11.7435;2.64666;-51.702;-118.124;34.136;272;126.769;55.4406;-42.7215;293.099;10.4329;-0.330411;
24/06/23 07:27:01;14.8;15.1;15.2;15.1;16.1;1242;1242.2;1242.6;1242.7;11.6794;2.64666;-51.396;-118.124;34.136;272;126.802;55.5683;-42.3838;293.25;10.5145;-0.00172257;
24/06/23 07:28:01;14.8;15.1;15.2;15.1;16.1;1242;1242.2;1242.6;1242.7;11.6179;2.64666;-51.092;-118.124;34.136;272;126.835;55.6887;-42.0494;293.403;10.5909;0.323327;
24/06/23 07:29:01;14.8;15.1;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;11.5556;2.64666;-50.781;-118.124;34.136;272;126.868;55.8095;-41.7166;293.559;10.6676;0.646497;
24/06/23 07:30:01;14.8;15;15.2;15.1;16.1;1242;1242.2;1242.6;1242.7;12.0847;2.14711;-53.576;-118.124;34.136;272;125.68;55.2488;-43.8638;294.697;10.7128;-0.68597;
24/06/23 07:31:01;14.8;15;15.1;15;16.1;1242;1242.2;1242.6;1242.7;13.9069;-0.02;-59.91;-118.124;34.136;272;118.046;51.4829;-60.1106;300.931;11.3446;-11.9454;
24/06/23 07:32:01;14.7;15;15.2;15;16.1;1242;1242.2;1242.6;1242.7;13.8155;0.0610695;-59.74;-118.124;34.136;272;118.284;51.667;-59.6896;300.943;11.3571;-11.6641;
24/06/23 07:33:01;14.7;15;15.2;15.1;16.1;1242;1242.2;1242.6;1242.7;13.7346;0.189542;-59.583;-118.124;34.136;272;118.665;51.8265;-59.1318;300.91;11.2893;-11.3497;
24/06/23 07:34:01;14.7;15;15.1;15.1;16;1242;1242.2;1242.6;1242.7;13.6434;0.277122;-59.418;-118.124;34.136;272;118.935;52.0077;-58.6823;300.912;11.288;-11.0637;
24/06/23 07:35:01;14.7;15;15.2;15.1;16.1;1242;1242.2;1242.6;1242.7;13.5526;0.367858;-59.251;-118.124;34.136;272;119.209;52.1876;-58.2267;300.913;11.2855;-10.7748;
24/06/23 07:36:02;14.7;15;15.2;15;16.1;1242;1242.2;1242.6;1242.7;13.462;0.458428;-59.076;-118.124;34.136;272;119.48;52.3635;-57.7699;300.915;11.2823;-10.4847;
24/06/23 07:37:02;14.7;15;15.2;15;16.1;1242;1242.2;1242.6;1242.7;13.3719;0.548133;-58.904;-118.124;34.136;272;119.758;52.5406;-57.2992;300.918;11.2784;-10.1854;
24/06/23 07:38:02;14.7;15;15.2;15;16.1;1242;1242.2;1242.6;1242.7;13.2818;0.638358;-58.73;-118.124;34.136;272;120.038;52.7163;-56.8289;300.922;11.274;-9.88871;
24/06/23 07:39:02;14.7;15;15.2;15;16.1;1242;1242.2;1242.6;1242.7;13.192;0.72845;-58.555;-118.124;34.136;272;120.317;52.888;-56.3612;300.925;11.268;-9.59572;
24/06/23 07:40:03;14.7;15;15.2;15.1;16.2;1242;1242.2;1242.6;1242.7;13.1028;0.818403;-58.374;-118.124;34.136;272;120.604;53.0609;-55.8737;300.929;11.2612;-9.28818;
24/06/23 07:41:03;14.7;15;15.2;15;16.1;1242;1242.2;1242.6;1242.7;13.0138;0.908603;-58.194;-118.124;34.136;272;120.887;53.2297;-55.3965;300.933;11.254;-8.99027;
24/06/23 07:42:03;14.7;15;15.1;15;16.1;1242;1242.2;1242.6;1242.7;12.925;0.999106;-58.01;-118.124;34.136;272;121.178;53.3997;-54.9044;300.938;11.2458;-8.68322;
24/06/23 07:43:03;14.7;14.9;15.1;15;16;1242;1242.2;1242.6;1242.7;12.8365;1.08913;-57.826;-118.124;34.136;272;121.471;53.5683;-54.4053;300.944;11.237;-8.37119;
24/06/23 07:44:03;14.7;15;15.1;14.8;16;1242;1242.2;1242.6;1242.7;12.7226;1.13908;-57.637;-118.124;34.136;272;122.02;54.4411;-57.6369;300.324;11.6129;-11.8747;
24/06/23 07:45:03;14.6;14.9;15;14.8;16;1242;1242.2;1242.6;1242.7;12.6185;1.21841;-57.447;-118.124;34.136;272;122.318;54.6181;-57.4469;300.324;11.6129;-11.8766;
24/06/23 07:46:03;14.6;14.9;15;14.7;16;1242;1242.2;1242.6;1242.7;12.5241;1.30315;-57.254;-118.124;34.136;272;122.613;54.7918;-57.2539;300.324;11.6129;-11.8748;
24/06/23 07:47:03;14.5;14.9;15;14.6;15.9;1242;1242.2;1242.6;1242.7;12.4292;1.38802;-57.052;-118.124;34.136;272;122.916;54.9677;-57.0599;300.324;11.6129;-11.8775;
24/06/23 07:48:03;14.5;14.8;15;14.6;15.9;1242;1242.2;1242.6;1242.7;12.2869;1.61287;-56.858;-118.124;34.136;272;123.293;54.6081;-51.5181;300.68;11.2051;-6.66388;
24/06/23 07:49:03;14.5;14.8;15;14.7;15.9;1242;1242.2;1242.6;1242.7;12.2283;1.18907;-56.659;-118.124;34.136;272;123.524;55.3148;-56.6589;300.324;11.6129;-11.8743;
24/06/23 07:50:03;14.5;14.8;15;14.6;15.9;1242;1242.2;1242.6;1242.7;12.1333;1.27293;-56.453;-118.124;34.136;272;123.834;55.4889;-56.4529;300.324;11.6129;-11.8726;
24/06/23 07:51:04;14.5;14.8;15;14.6;15.9;1242;1242.2;1242.6;1242.7;12.0385;1.35662;-56.249;-118.124;34.136;272;124.146;55.6623;-56.2489;300.324;11.6129;-11.8754;
24/06/23 07:52:04;14.5;14.8;14.9;14.6;15.9;1242;1242.2;1242.6;1242.7;11.9108;1.09909;-56.041;-118.124;34.136;272;121.641;55.4162;-52.4454;301.771;12.4471;-6.25582;
24/06/23 07:53:04;14.5;14.8;14.8;14.5;15.9;1242;1242.2;1242.6;1242.7;11.8222;1.19813;-45.829;-118.124;34.136;272;124.774;56.0045;-45.8289;300.324;11.6129;-1.87356;
24/06/23 07:54:04;14.4;14.7;14.8;14.5;15.9;1242;1242.2;1242.6;1242.7;11.728;1.28082;-46.104;-118.124;34.136;272;125.094;56.176;-46.1039;300.324;11.6129;-2.36324;
24/06/23 07:55:05;14.4;14.8;14.8;14.5;15.8;1242;1242.2;1242.6;1242.7;11.6332;1.36447;-45.397;-118.124;34.136;272;125.411;56.3441;-45.4039;300.324;11.6129;-1.87714;
24/06/23 07:56:05;14.4;14.7;14.8;14.5;15.8;1242;1242.2;1242.6;1242.7;11.5391;1.44655;-46.165;-118.124;34.136;272;125.736;56.5142;-46.1649;300.324;11.6129;-2.85818;
24/06/23 07:57:05;14.4;14.7;14.7;14.5;15.8;1242;1242.2;1242.6;1242.7;11.4445;1.52782;-46.269;-118.124;34.136;272;126.059;56.6809;-46.2689;300.324;11.6129;-3.1814;
24/06/23 07:58:05;14.3;14.7;14.7;14.5;15.7;1242;1242.2;1242.6;1242.7;11.3496;1.60997;-46.381;-118.124;34.136;272;126.389;56.8496;-46.3729;300.324;11.6129;-3.51092;
24/06/23 07:59:05;14.4;14.7;14.6;14.4;15.7;1242;1242.2;1242.6;1242.7;11.2547;1.69162;-46.505;-118.124;34.136;272;126.717;57.015;-46.5049;300.324;11.6129;-3.8676;
24/06/23 08:00:05;14.4;14.6;14.5;14.3;15.7;1242;1242.2;1242.6;1242.7;11.159;1.77316;-46.181;-118.124;34.136;272;127.053;57.1823;-46.2819;300.324;11.6129;-3.87571;
24/06/23 08:01:05;14.3;14.6;14.5;14.3;15.7;1242;1242.2;1242.6;1242.7;11.0641;1.85429;-46.731;-118.124;34.136;272;127.391;57.3488;-46.7309;300.324;11.6129;-4.55868;
24/06/23 08:02:05;14.3;14.6;14.5;14.3;15.7;1242;1242.2;1242.6;1242.7;10.9684;1.9349;-46.864;-118.124;34.136;272;127.727;57.512;-46.8639;300.324;11.6129;-4.92476;
24/06/23 08:03:05;14.2;14.6;14.5;14.3;15.7;1242;1242.2;1242.6;1242.7;10.8727;2.01612;-46.978;-118.124;34.136;272;128.072;57.6771;-46.9779;300.324;11.6129;-5.2785;
24/06/23 08:04:05;14.3;14.5;14.5;14.3;15.7;1242;1242.2;1242.6;1242.7;10.7756;2.09764;-46.03;-118.124;34.136;272;128.413;57.8388;-46.03;300.324;11.613;-4.56933;
24/06/23 08:05:05;14.2;14.5;14.4;14.3;15.6;1242;1242.2;1242.6;1242.7;10.5815;2.21221;-45.588;-118.124;34.136;272;128.763;58.0022;-45.5889;300.324;11.6129;-4.37396;
24/06/23 08:06:05;14.2;14.5;14.4;14.3;15.6;1242;1242.2;1242.6;1242.7;10.4843;2.29287;-44.877;-118.124;34.136;272;129.116;58.1649;-44.8769;300.324;11.6129;-3.9106;
24/06/23 08:07:05;14.2;14.5;14.4;14.2;15.6;1242;1242.2;1242.6;1242.7;10.3878;2.37307;-44.952;-118.124;34.136;272;129.466;58.3242;-44.9479;300.324;11.6129;-4.22928;
24/06/23 08:08:05;14.1;14.5;14.4;14.2;15.7;1242;1242.2;1242.6;1242.7;10.2912;2.45234;-45.037;-118.124;34.136;272;129.825;58.4852;-45.0369;300.324;11.6129;-4.57299;
24/06/23 08:09:05;14.1;14.4;14.4;14.2;15.6;1242;1242.2;1242.6;1242.7;10.1942;2.53301;-45.145;-118.124;34.136;272;130.187;58.6454;-45.1449;300.324;11.6129;-4.93881;
24/06/23 08:10:06;14.1;14.4;14.4;14.2;15.6;1242;1242.2;1242.6;1242.7;10.0986;2.6468;-45.323;-118.124;34.136;272;130.586;58.8233;-45.2936;300.294;11.6157;-5.37255;
24/06/23 08:11:07;14;14.4;14.4;14.1;15.6;1242;1242.2;1242.6;1242.7;10.97;0.0203307;-52.501;-118.124;34.136;272;118.172;57.3581;-52.5873;306.399;15.1737;-3.47375;
24/06/23 08:12:07;14;14.3;14.4;14.1;15.7;1242;1242.2;1242.6;1242.7;10.97;0.02;-0.0010033;-118.124;34.136;272;118.169;57.3583;-0.0895418;306.653;15.1751;49.0263;
24/06/23 08:13:07;14.1;14.4;14.5;14.2;15.6;1242;1242.2;1242.6;1242.7;10.97;0.02;-0.0010033;-118.124;34.136;272;118.169;57.3585;-0.0889164;306.901;15.1752;49.027;
24/06/23 08:14:07;14.1;14.4;14.4;14.2;15.6;1242;1242.2;1242.6;1242.7;10.8754;0.0662415;16.512;-118.124;34.136;272;118.327;57.5463;15.6496;306.949;15.2342;64.6863;
24/06/23 08:15:07;14;14.3;14.4;14.2;15.6;1242;1242.2;1242.6;1242.7;10.7843;0.150486;60;-118.124;34.136;272;118.618;57.7263;60.3851;306.951;15.235;109.241;
24/06/23 08:16:07;14;14.3;14.5;14.2;15.5;1242;1242.2;1242.6;1242.7;10.6933;0.234433;60;-118.124;34.136;272;118.916;57.908;60.6991;306.954;15.2352;109.368;
24/06/23 08:17:07;14;14.3;14.5;14.2;15.6;1242;1242.2;1242.6;1242.7;10.6026;0.31955;60;-118.124;34.136;272;119.221;58.088;61.0209;306.956;15.2331;109.497;
24/06/23 08:18:07;14;14.3;14.5;14.2;15.5;1242;1242.2;1242.6;1242.7;10.5127;0.404433;60;-118.124;34.136;272;119.525;58.2636;61.3403;306.958;15.2301;109.623;
24/06/23 08:19:07;14;14.3;14.5;14.2;15.5;1242;1242.2;1242.6;1242.7;10.4225;0.489689;60;-118.124;34.136;272;119.837;58.4407;61.6682;306.961;15.226;109.751;
24/06/23 08:20:07;14;14.3;14.5;14.3;15.6;1242;1242.2;1242.6;1242.7;10.3326;0.575222;60;-118.124;34.136;272;120.15;58.6134;61.9965;306.963;15.2204;109.877;
24/06/23 08:21:07;14;14.3;14.6;14.3;15.6;1242;1242.2;1242.6;1242.7;10.3232;0.661683;60;-118.124;34.136;272;120.463;58.6274;62.3254;307.092;15.109;109.971;
24/06/23 08:22:07;14.1;14.3;14.5;14.3;15.6;1242;1242.2;1242.6;1242.7;10.1737;0.748647;60;-118.124;34.136;272;120.802;58.9196;62.6801;306.998;15.1764;110.126;
24/06/23 08:23:07;14.1;14.3;14.6;14.2;15.5;1242;1242.2;1242.6;1242.7;10.0849;0.836175;60;-118.124;34.136;272;121.132;59.0874;63.0252;306.999;15.1651;110.253;
24/06/23 08:24:07;14;14.3;14.6;14.3;15.6;1242;1242.2;1242.6;1242.7;9.99648;0.923239;60;-118.124;34.136;272;121.471;59.2561;63.3794;307.002;15.1527;110.382;
24/06/23 08:25:08;14;14.3;14.5;14.3;15.5;1242;1242.2;1242.6;1242.7;9.90801;1.01075;60;-118.124;34.136;272;121.808;59.4206;63.7303;307.004;15.1399;110.507;
24/06/23 08:26:08;14;14.3;14.5;14.2;15.5;1242;1242.2;1242.6;1242.7;9.82009;1.09732;60;-118.124;34.136;272;122.153;59.5861;64.0904;307.008;15.126;110.635;
24/06/23 08:27:08;14;14.3;14.5;14.2;15.5;1242;1242.2;1242.6;1242.7;9.73246;1.18423;60;-118.124;34.136;272;122.496;59.7473;64.4478;307.012;15.1116;110.76;
24/06/23 08:28:08;13.9;14.2;14.5;14.2;15.4;1242;1242.2;1242.6;1242.7;9.64509;1.27096;60;-118.124;34.136;272;122.849;59.9092;64.8147;307.016;15.0958;110.887;
24/06/23 08:29:08;13.9;14.2;14.6;14.1;15.4;1242;1242.2;1242.6;1242.7;9.55818;1.35779;60;-118.124;34.136;272;123.205;60.0694;65.1849;307.022;15.0791;111.013;
24/06/23 08:30:08;13.9;14.2;14.5;14.2;15.4;1242;1242.2;1242.6;1242.7;9.47157;1.44451;60;-118.124;34.136;272;123.559;60.2251;65.5524;307.027;15.0617;111.137;
24/06/23 08:31:08;13.9;14.2;14.5;14.2;15.5;1242;1242.2;1242.6;1242.7;9.6814;1.28766;2.762;-118.124;34.136;272;123.196;59.9879;8.64603;307.587;15.0254;54.4653;
24/06/23 08:32:08;14;14.3;14.5;14.3;15.5;1242;1242.2;1242.6;1242.7;16.5552;0;0.000996704;-118.124;34.136;272;118.131;46.6528;-0.126292;319.842;8.05936;47.3681;
24/06/23 08:33:08;14.1;14.3;14.6;14.3;15.5;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.147;42.3294;-0.116384;323.286;5.11892;47.0009;
24/06/23 08:34:08;14.1;14.3;14.6;14.3;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.149;42.3294;-0.116329;323.538;5.1179;46.9998;
24/06/23 08:35:08;14.1;14.3;14.5;14.4;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.15;42.3295;-0.116378;323.785;5.11704;46.9987;
24/06/23 08:36:08;14;14.3;14.6;14.3;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.153;42.3302;-0.116382;324.036;5.11622;46.9972;
24/06/23 08:37:08;14.1;14.3;14.5;14.3;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.155;42.33;-0.115888;324.284;5.11472;46.9961;
24/06/23 08:38:08;14.1;14.3;14.5;14.4;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.157;42.3349;-0.116394;324.532;5.11714;46.9949;
24/06/23 08:39:08;14.1;14.4;14.5;14.4;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.158;42.3386;-0.117248;324.777;5.11876;46.9932;
24/06/23 08:40:08;14.1;14.3;14.5;14.3;15.4;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.161;42.3392;-0.116717;325.028;5.11765;46.992;
24/06/23 08:41:08;14;14.3;14.5;14.3;15.4;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.163;42.3393;-0.11654;325.276;5.11657;46.9909;
24/06/23 08:42:08;14;14.3;14.4;14.3;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.165;42.3385;-0.116858;325.528;5.11512;46.9894;
24/06/23 08:42:54;14;14.3;14.4;14.2;15.3;1242;1242.2;1242.6;1242.7;18.4844;0;0.000996704;-118.124;34.136;272;118.167;42.3344;-0.116347;325.719;5.11115;46.9883;
