Index,Filename,Directory,IMNO_1,ModificationTime,FileSize_Mo,CreationTime,CreationTime_ISO8601,dir_path,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,BSCALE,ADD_COMM,IMG_SIZE,SOFT_VER,DATE,EXPTIME,EMGAIN,GAIN1,VSS,IMNO,IMBURST,SHUTTER,ROS,CDSOFFSET,TEMPDATE,TEMPTIME,TEMPA,TEMPB,OBSTYPE,median_physical,mean_physical,Col2ColDiff_pre_scan,Line2lineDiff_pre_scan,SaturatedPixels,median_pre_scan,mean_pre_scan,std_pre_scan,stdXY,stdXY_Top,stdXY_Bottom,stdXY_pre_scan,BottomImage,TopImage,BottomImage_median,TopImage_median,flat,percentile_04,percentile_998,hist_bias,hist_ron,hist_gain,hist_flux,e_per_hour,FRAC5SIG,Path
49,image000067.fits,EXPTIME_200.0,000067,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_200.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T02:13:50,200.0,7780,0.0,0,67,5,0,2,500,,"&`,l",y,y,OBJECT,8108.346341256491,8160.753692803437,0.058482358627770736,-0.14249999999992724,0.007626208378088077,8105.0,8116.990271870469,149.55352745598262,664.5400985548797,297.61233390772384,622.5397610871979,149.55352745598262,47.34943551888864,53.7875510204085,-5.0,9.0,6.793269931043268e-06,7987.0,11290.002000000095,8104.1000000000495,19.283259300568655,923.2020071316816,0.0323061706905885,0.581511072430593,0.07178384319785094,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_200.0/image000067.fits
50,image000068.fits,EXPTIME_200.0,000068,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_200.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T02:17:10,200.0,7780,0.0,0,68,5,0,2,500,,"&`,l",y,y,OBJECT,8105.329323967126,8159.836289473684,0.05219913001383247,0.24625000000014552,0.009505907626208378,8102.0,8114.28744683422,141.31974474123507,732.7677606008504,262.85536150207656,721.35155775376,141.31974474123507,51.38469170647022,52.45102040816346,-5.0,9.0,5.587127055398445e-06,8057.0,11366.0,8103.980000000056,19.17509251260216,924.5223669283157,0.03509080014423561,0.6316344025962409,0.07044393021406294,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_200.0/image000068.fits
51,image000036.fits,EXPTIME_50.0,000036,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T01:40:12,50.0,7780,0.0,0,36,5,0,2,500,,"&`,l",y,y,OBJECT,8111.361696736861,8148.407715896885,0.4383760270657149,0.601249999999709,0.003061224489795918,8109.0,8121.2189596423395,143.06818832894254,464.38823272577736,245.78998716653723,568.6597108287583,143.06818832894254,41.12171732522802,36.980714285714384,2.0,2.0,9.274010487710723e-06,8063.0,10739.0,8108.820000000049,18.321616512550918,801.7975882332478,0.024232712165961283,1.7447552759492124,0.057508120640702015,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_50.0/image000036.fits
52,image000037.fits,EXPTIME_50.0,000037,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T01:41:02,50.0,7780,0.0,0,37,5,0,2,500,,"&`,l",y,y,OBJECT,8112.480169900902,8147.93984264232,-0.20637989366878173,0.1062499999998181,0.002900107411385607,8110.0,8122.5108156114065,144.7425140252436,432.43432420556593,258.850313552839,399.7628375930816,144.7425140252436,37.69125922709554,39.58250000000044,2.0,3.0,1.069521892250417e-05,7999.0,10715.0,8108.780000000048,18.517190400228138,775.0054266726479,0.022105948155709428,1.5916282672110789,0.05485575755063045,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_50.0/image000037.fits
53,image000038.fits,EXPTIME_50.0,000038,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T01:41:52,50.0,7780,0.0,0,38,5,0,2,500,,"&`,l",y,y,OBJECT,8111.841720383154,8143.776852846402,0.26945384243572335,0.4162499999993088,0.0008592910848549946,8110.0,8122.242183421943,146.70945685012524,310.4050152219684,225.0959492117088,350.73870651531246,146.70945685012524,33.875531914894054,26.15510204081602,0.0,2.0,1.0378690015550045e-05,8068.0,10548.002000000095,8109.220000000036,18.4072915344895,705.6798030193843,0.021479322799834857,1.5465112415881097,0.05321030717121515,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130/EXPTIME_50.0/image000038.fits
54,image000046.fits,EXPTIME_100.0,000046,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:01:30,100.0,7780,0.0,0,46,5,0,2,500,,"&`,l",y,y,OBJECT,8112.079493827166,8155.34380075188,-0.3557274045433587,-0.6075000000000728,0.0031686358754027927,8109.0,8120.537089173514,133.61520541958646,473.78378257017164,241.9329408840727,737.965157433531,133.61520541958646,54.30822188449838,44.808010204081256,0.0,5.0,1.336475103405301e-05,7994.0,10956.0,8110.300000000045,18.64711117451029,776.0205087472493,0.029570355056314557,1.064532782027324,0.06461609439345552,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_100.0/image000046.fits
55,image000047.fits,EXPTIME_100.0,000047,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:03:10,100.0,7780,0.0,0,47,5,0,2,500,,"&`,l",y,y,OBJECT,8109.751150000298,8155.100423737917,0.07346544224219542,0.4187500000007276,0.006176154672395274,8107.0,8119.6114427259545,150.78183849444483,600.3882091369817,247.4547135948258,516.3768176602375,150.78183849444483,42.51330438558398,41.7505612244895,-2.0,6.0,5.548373468594168e-06,8059.0,11012.0,8108.70000000005,18.68986115159199,849.7565667528147,0.028582340952887707,1.0289642743039575,0.06264945728008746,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_100.0/image000047.fits
56,image000048.fits,EXPTIME_100.0,000048,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:04:50,100.0,7780,0.0,0,48,5,0,2,500,,"&`,l",y,y,OBJECT,8107.594393519912,8149.271322771214,-0.1955050749165821,-0.17374999999992724,0.0038131041890440386,8105.0,8117.033227404543,149.53594141013934,495.18691469530734,275.30216283864814,375.12964331115785,149.53594141013934,38.23367998263166,43.18239795918362,-3.0,7.0,8.156271536800102e-06,8056.0,10905.002000000095,8104.1000000000495,18.820360210019626,805.6625741797586,0.028358497615829314,1.0209059141698553,0.0618394426466791,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_100.0/image000048.fits
57,image000056.fits,EXPTIME_150.0,000056,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_150.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:11:36,150.0,7780,0.0,0,56,5,0,2,500,,"&`,l",y,y,OBJECT,8108.464508029942,8155.006201396348,-0.03214113098056259,-0.538749999999709,0.004564983888292159,8106.0,8117.539997583373,140.87191105336765,537.6808216174601,283.00445788601724,367.2806778126944,140.87191105336765,38.14303734259647,47.925561224489684,-3.0,7.0,6.9180055103992765e-06,8057.0,11087.002000000095,8104.2200000000485,18.76497692705039,898.307946583463,0.03343246327092881,0.8023791185022915,0.07117842311774016,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_150.0/image000056.fits
58,image000057.fits,EXPTIME_150.0,000057,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_150.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:14:06,150.0,7780,0.0,0,57,5,0,2,500,,"&`,l",y,y,OBJECT,8107.939102758661,8162.116781417831,-0.21387143547508458,1.1024999999999636,0.009559613319011815,8105.0,8116.406110439826,134.49822563876162,727.4466151153406,267.0035022692584,841.9259645224909,134.49822563876162,56.559068606165965,45.47566326530614,-4.0,7.0,3.7794424864157195e-06,8056.0,11329.0,8106.180000000053,19.134500142443912,955.1485438276079,0.0312500281395771,0.7500006753498504,0.06972116359638438,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_150.0/image000057.fits
59,image000058.fits,EXPTIME_150.0,000058,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_150.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:16:36,150.0,7780,0.0,0,58,5,0,2,500,,"&`,l",y,y,OBJECT,8108.096030557519,8157.698278732546,-0.36128564523914974,-0.20374999999967258,0.00757250268528464,8105.0,8116.899725712905,143.27723999522655,658.5786580534163,1170.4242083922773,842.0171289985348,143.27723999522655,54.47379504993478,84.47035714285721,-4.0,9.0,6.916811640347737e-06,7987.0,11205.002000000095,8104.2200000000485,19.00507964183895,891.677564433811,0.031311231744764335,0.7514695618743441,0.06953673368389725,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_150.0/image000058.fits
60,image000066.fits,EXPTIME_200.0,000066,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_200.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:25:51,200.0,7780,0.0,0,66,5,0,2,500,,"&`,l",y,y,OBJECT,8107.707854251194,8165.871827604726,0.04664088931895094,-0.9487499999995634,0.010526315789473684,8105.0,8116.538237071049,133.9469476686157,778.5799240482081,284.91018668717993,596.3106296352424,133.9469476686157,45.86135041250509,52.58275510204112,-5.0,8.0,3.299313571489943e-06,8058.0,11512.002000000095,8105.740000000058,19.1319763834957,1016.6299561955218,0.03438888000199246,0.6189998400358643,0.07379367743610026,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_200.0/image000066.fits
61,image000067.fits,EXPTIME_200.0,000067,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_200.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:29:11,200.0,7780,0.0,0,67,5,0,2,500,,"&`,l",y,y,OBJECT,8108.903252395354,8173.990263694952,-0.2501208313187817,0.24125000000003638,0.015628356605800215,8106.0,8118.031938134364,146.81917360745584,902.6558475309934,273.982468052474,578.5573269017071,146.81917360745584,49.07706252713888,50.24755102040854,-5.0,8.0,2.4546275021197592e-06,7994.0,11745.002000000095,8107.900000000052,19.196186491176714,1003.1576376147957,0.03423760718106227,0.6162769292591209,0.07366372095355692,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_200.0/image000067.fits
62,image000068.fits,EXPTIME_200.0,000068,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_200.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:32:32,200.0,7780,0.0,0,68,5,0,2,500,,"&`,l",y,y,OBJECT,8107.144574652914,8164.851294307196,-0.0749154180766709,-0.4025000000001455,0.010848549946294308,8104.0,8115.611784678588,138.51950580244133,778.9061284962818,276.8904724522623,640.5680503981968,138.51950580244133,48.995375597047314,53.30637755101998,-5.0,9.0,4.944825985953211e-06,8059.0,11473.0,8104.260000000049,19.19734197405733,957.5434289711455,0.034789539807173094,0.6262117165291157,0.07225261251027551,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_200.0/image000068.fits
63,image000036.fits,EXPTIME_50.0,000036,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T02:55:34,50.0,7780,0.0,0,36,5,0,2,500,,"&`,l",y,y,OBJECT,8113.2652788168125,8147.8473915145005,-0.01039149347525381,0.35750000000098225,0.0009129967776584318,8111.0,8122.827258337361,149.26840565933637,330.25941292908766,241.67107029558892,239.53250832161427,149.26840565933637,33.86352583586631,36.59479591836771,2.0,2.0,1.8336632733649318e-05,8064.0,10667.0,8109.220000000041,18.398734984386518,750.3019919453909,0.025222933150334925,1.8160511868241145,0.05850405692839239,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_50.0/image000036.fits
64,image000037.fits,EXPTIME_50.0,000037,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T02:56:24,50.0,7780,0.0,0,37,5,0,2,500,,"&`,l",y,y,OBJECT,8113.696332953409,8152.656496240602,-0.06186563557275804,1.1912499999998545,0.004081632653061225,8111.0,8123.460731029483,143.69785386921689,506.62604105449907,248.74506900842863,254.14593242740213,143.69785386921689,37.0516782457662,36.88336734693894,2.0,2.0,7.792108251327269e-06,7995.0,10808.0,8109.940000000048,18.409315924060387,810.4339072097736,0.024977890907095755,1.7984081453108944,0.05890808894892834,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_50.0/image000037.fits
65,image000038.fits,EXPTIME_50.0,000038,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T02:57:14,50.0,7780,0.0,0,38,5,0,2,500,,"&`,l",y,y,OBJECT,8113.278109939671,8146.884098818475,0.20855485741867597,-0.6649999999999636,0.0009129967776584318,8111.0,8122.62424722088,139.27851673816653,315.36965436364795,212.23121825300765,248.66821689558708,139.27851673816653,35.095757707338635,34.94561224489826,1.0,3.0,2.010898690977022e-05,8069.0,10621.0,8110.300000000045,18.431332655460874,741.6082586884424,0.023525471468760554,1.6938339457507599,0.056600723017361576,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_2/EXPTIME_50.0/image000038.fits
66,image000027.fits,EXPTIME_120.0,000027,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_120.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T04:02:14,120.0,7780,0.0,0,27,5,0,2,500,,"&`,l",y,y,OBJECT,8112.999701409819,8162.623759935554,-0.260512324794945,0.2599999999993088,0.0049946294307196566,8110.0,8121.840530449493,146.67909733111392,555.3368659686537,265.6103861335073,487.1338649838425,146.67909733111392,47.444552757273414,43.06326530612205,-1.0,5.0,6.4851046045598915e-06,7994.0,11136.0,8111.300000000052,18.596475716567284,915.7594802058454,0.0362166551992607,1.086499655977821,0.07537804702970421,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_120.0/image000027.fits
67,image000028.fits,EXPTIME_120.0,000028,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_120.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T04:04:14,120.0,7780,0.0,0,28,5,0,2,500,,"&`,l",y,y,OBJECT,8109.211823823614,8161.540683136413,-0.11986466892176395,-0.2962499999994179,0.007894736842105263,8106.0,8117.371732721122,136.2462259795211,672.1248320284766,1252.3084393762936,454.0415174218978,136.2462259795211,44.107598784194124,92.80923469387744,-3.0,8.0,6.640814862368414e-06,8062.0,11251.0,8105.820000000049,18.838686937354698,905.8256505193403,0.032146918640044785,0.9644075592013436,0.06942000957731825,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_120.0/image000028.fits
68,image000029.fits,EXPTIME_120.0,000029,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_120.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T04:06:14,120.0,7780,0.0,0,29,5,0,2,500,,"&`,l",y,y,OBJECT,8108.99700559037,8157.028556928034,-0.4388593523444797,-1.90625,0.006498388829215897,8106.0,8117.336430642823,133.72684141400921,613.4286631041946,228.8144136551167,652.4302057284744,133.72684141400921,48.47305471124582,38.964693877551326,-3.0,7.0,5.314982827622394e-06,8060.0,11110.0,8107.780000000048,18.843349460670385,885.4600918656492,0.031120202956089298,0.9336060886826789,0.06670445159942728,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_120.0/image000029.fits
69,image000017.fits,EXPTIME_30.0,000017,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_30.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:57:18,30.0,7780,0.0,0,17,5,0,2,500,,"&`,l",y,y,OBJECT,8110.106954041485,8148.34069226638,0.07080715321353637,1.1599999999998545,0.004887218045112782,8108.0,8119.345844610923,140.6156056204084,532.4287510325626,3248.850487915278,406.75602718453337,140.6156056204084,34.90321971341746,331.86954081632575,2.0,4.0,7.055162109621928e-06,8061.0,10785.0,8108.180000000046,18.451720395490796,845.2167370420019,0.02371714366062703,2.8460572392752437,0.056329176549039454,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_30.0/image000017.fits
70,image000018.fits,EXPTIME_30.0,000018,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_30.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:57:48,30.0,7780,0.0,0,18,5,0,2,500,,"&`,l",y,y,OBJECT,8113.35474532185,8145.913970998926,-0.1087481875292724,-0.3587499999994179,0.0010204081632653062,8111.0,8121.764961333978,133.92927374482147,335.7043826113817,233.30617096048692,243.53942903192322,133.92927374482147,35.31241858445537,27.490969387755285,3.0,1.0,1.7746633224499914e-05,7994.0,10599.0,8111.020000000046,18.31327821589492,734.1856766626559,0.020311400763018895,2.4373680915622677,0.05129566659066155,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_30.0/image000018.fits
71,image000019.fits,EXPTIME_30.0,000019,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_30.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T03:58:18,30.0,7780,0.0,0,19,5,0,2,500,,"&`,l",y,y,OBJECT,8113.565227355028,8143.852406552094,0.5021749637508037,-0.59375,0.0006981740064446831,8111.0,8122.548365152247,137.83430563425148,294.1684437646852,204.53768668860687,391.16477910048417,137.83430563425148,35.999142422926525,30.584693877551217,3.0,2.0,2.3112016013507874e-05,8067.0,10494.002000000095,8109.260000000018,18.373858744332455,723.2424315386371,0.018957705866234697,2.2749247039481637,0.04984970756831483,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05282023_g1000_minus130_long/EXPTIME_30.0/image000019.fits
72,image000118.fits,EXPTIME_100.0,000118,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T16:27:27,100.0,7795,0.0,0,118,5,0,2,500,,"&`,l",y,y,OBJECT,8049.441047317152,8072.667756713212,0.5347994200092216,-0.21625000000040018,0.002900107411385607,8048.0,8053.613668438859,100.48422505064794,394.6932805381143,193.31463288047203,322.93881704702756,100.48422505064794,8.8245245332173,34.0249489795915,-15.0,12.0,6.41919449247309e-06,7998.0,10174.0,8052.220000000036,19.98360923741342,711.3052073537214,0.020650147339623906,0.7434053042264607,0.03308845758452335,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_100.0/image000118.fits
73,image000119.fits,EXPTIME_100.0,000119,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T16:29:07,100.0,7795,0.0,0,119,5,0,2,500,,"&`,l",y,y,OBJECT,8052.525292515139,8072.537953813104,-0.4231512808119078,0.0187500000001819,0.0007518796992481203,8052.0,8057.281883760271,103.63580338305225,264.16729683148634,198.70552558323843,366.21342816306594,103.63580338305225,9.239300911854116,33.547602040815946,-16.0,11.0,0.0,8001.0,10035.0,8054.300000000019,20.118561822450765,660.3134298518726,0.01699432399526453,0.611795663829523,0.030843219801792884,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_100.0/image000119.fits
74,image000120.fits,EXPTIME_100.0,000120,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T16:30:47,100.0,7795,0.0,0,120,5,0,2,500,,"&`,l",y,y,OBJECT,8057.638753298976,8095.6705166487645,-0.05389076848678087,-0.20375000000058208,0.011546730153990416,8057.0,8063.227029966167,104.68772760427507,780.6431751690626,1203.6534683503012,330.063726773551,104.68772760427507,7.9316435084674595,70.07867346938747,-15.0,11.0,0.0,8006.0,10941.0,8059.140000000045,19.982734648708227,768.3775674948241,0.01526137945799813,0.5494096604879326,0.03544335286872267,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_100.0/image000120.fits
75,image000128.fits,EXPTIME_150.0,000128,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_150.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T16:37:33,150.0,7795,0.0,0,128,5,0,2,500,,"&`,l",y,y,OBJECT,8056.032250662707,8084.5943216971,-0.00386660222284263,-0.10749999999916326,0.005800214822771214,8055.0,8060.6643330111165,103.48531606400664,533.6544162670975,184.51860550962604,606.5861295479041,103.48531606400664,17.812459834997753,29.25938775510167,-15.0,11.0,3.5113957925920696e-06,8003.0,10414.0,8057.700000000044,20.06849648743333,725.8333221081039,0.02279472862855844,0.5470734870854026,0.03691160613100467,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_150.0/image000128.fits
76,image000129.fits,EXPTIME_150.0,000129,230627.2025,13.31,230627.2025,2023-06-27T20:25:39,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_150.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.2.1,2023-05-29T16:40:03,150.0,7795,0.0,0,129,5,0,2,500,,"&`,l",y,y,OBJECT,8051.359320726667,8081.61750698174,-0.21000483325315145,0.3149999999995998,0.009935553168635876,8051.0,8056.152893910102,103.73385531602177,668.41738195078,1875.7116925094901,647.1936613725172,103.73385531602177,15.909418150238707,107.48397959183694,-16.0,8.0,0.0,8000.0,10425.0,8053.220000000054,19.989124232036545,746.9989652974684,0.02107016000403884,0.5056838400969321,0.03273049606671938,/Users/Vincent/DS9QuickLookPlugIn/subsets/230627_UA_darks/Directory_dark_05292023_g1000_minus120_2/EXPTIME_150.0/image000129.fits
