Index,Filename,Directory,IMNO_1,ModificationTime,FileSize_Mo,CreationTime,CreationTime_ISO8601,dir_path,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,BSCALE,ADD_COMM,IMG_SIZE,SOFT_VER,DATE,EXPTIME,EMGAIN,GAIN1,VSS,IMNO,IMBURST,SHUTTER,ROS,OFFSET,TEMPDATE,TEMPTIME,TEMPA,TEMPB,TEMPC,TEMPD,OBSTYPE,median_physical,mean_physical,Col2ColDiff_pre_scan,Line2lineDiff_pre_scan,SaturatedPixels,median_pre_scan,mean_pre_scan,std_pre_scan,stdXY,stdXY_Top,stdXY_Bottom,stdXY_pre_scan,BottomImage,TopImage,BottomImage_median,TopImage_median,flat,percentile_04,percentile_998,hist_bias,hist_ron,hist_gain,hist_flux,e_per_hour,FRAC5SIG,BIAS_ADU,RN_E-,GAINEM,SCIC,SMEARING,MCIC,FLUX,Path
20,image000028.fits,EXPTIME_0.0,000028,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:35:57,0.0,10700,0.0,0,28,20,0,2,800,06/30/23,20:35:10,32.900474,-157.366943,-162.961364,-96.083221,OBJECT,6307.19727363988,6320.615081095596,0.2977283711943528,0.07625000000007276,0.0,6305.0,6309.654406718221,104.182396212396,192.2296363142309,247.35746066022188,158.04693324584812,104.182396212396,20.344494138080336,11.398367346938358,10.0,-10.0,5.4123927931643955e-05,6201,8258,6301.745000000028,39.414140398383324,683.344939474653,0.01,inf,0.009047765837763016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0/image000028.fits
21,image000089.fits,EXPTIME_0.0,000089,230709.0954,13.31,230709.0954,2023-07-09T09:54:09,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:45:08,0.0,10700,0.0,0,89,3,0,2,800,06/30/23,20:44:11,32.962661,-157.343933,-162.947753,-96.093704,OBJECT,6101.072412613888,6111.128222341568,0.139439342678088,-0.3162499999998545,0.0,6099.0,6103.3215732237795,86.16427365593012,149.9805058204673,175.73538086742613,122.08220665487613,86.16427365593012,10.972659574467798,15.574183673469634,4.0,1.0,8.891199760642567e-05,5999,7635,6098.805000000028,38.31943618783011,563.8008095933292,0.01,inf,0.008104730896941107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0/image000089.fits
22,image000090.fits,EXPTIME_0.0,000090,230709.0954,13.31,230709.0954,2023-07-09T09:54:09,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:45:17,0.0,10700,0.0,0,90,3,0,2,800,06/30/23,20:45:11,32.944339,-157.351959,-162.960067,-96.097961,OBJECT,6099.5389381699915,6109.334132653061,0.04519091348447546,-0.08499999999912689,0.0,6098.0,6101.859157805703,86.35323258863981,148.01014339986202,172.27861380046173,123.78469332463267,86.35323258863981,8.147516283109326,14.618418367346749,1.0,1.0,4.564750461647889e-05,5996,7571,6098.715000000027,38.988088778628594,523.3053157604251,0.01,inf,0.007797159910690303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0/image000090.fits
23,image000091.fits,EXPTIME_0.0,000091,230709.0954,13.31,230709.0954,2023-07-09T09:54:09,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:45:26,0.0,10700,0.0,0,91,3,0,2,800,06/30/23,20:45:11,32.944339,-157.351959,-162.960067,-96.097961,OBJECT,6099.610761092827,6109.552007518797,-0.19864668922218698,0.14875000000029104,0.0,6098.0,6101.961831802803,83.96771663189273,149.3230878527988,186.393465473359,123.43453089307468,83.96771663189273,7.902726877985515,15.989489795918416,1.0,1.0,4.484830931828508e-05,5998,7602,6096.835000000026,38.244970758280175,565.6970055014133,0.01,inf,0.008151502873869142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_0.0/image000091.fits
24,image000137.fits,EXPTIME_100.0,000137,230711.1707,13.31,230711.1707,2023-07-11T17:07:18,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T21:09:23,100.0,10700,0.0,0,137,3,0,2,800,06/30/23,21:09:10,33.046520,-157.298919,-162.917678,-96.118209,OBJECT,7990.060754129829,8063.016979591836,-0.026582890284771565,-0.3662500000000364,0.012567132116004296,7979.0,7985.9477597873365,115.03985696061983,958.5451089663403,381.369239702365,1242.8801102186965,115.03985696061983,148.19742943986148,14.085408163265129,50.0,-35.0,1.1972023871395334e-05,7857,13206,7980.2350000000315,536.5073773087069,2961.080175980194,0.011572328458361406,0.41660382450101063,0.0022425447109234815,7978.22,40.0909,1280.07,0.00027,0.5,0.04236,0.02776,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_100.0/image000137.fits
25,image000138.fits,EXPTIME_100.0,000138,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T21:11:12,100.0,10700,0.0,0,138,3,0,2,800,06/30/23,21:11:11,33.063293,-157.308227,-162.935546,-96.120330,OBJECT,8042.523650013921,8115.265117615467,-0.47849202513316413,0.12125000000014552,0.011707841031149302,8031.0,8037.812153214113,120.35210284800145,942.9969889812412,383.36827410278283,1195.4915264602907,120.35210284800145,148.61581849761205,6.3536734693880135,55.0,-40.0,1.2370067604009022e-05,7904,13304,8024.325000000032,48.64254217428741,1362.8109695338844,0.025764100971579044,0.9275076349768456,0.03189663640558427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_100.0/image000138.fits
26,image000139.fits,EXPTIME_100.0,000139,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T21:13:01,100.0,10700,0.0,0,139,3,0,2,800,06/30/23,21:12:10,33.045486,-157.321624,-162.914764,-96.116867,OBJECT,8074.175232253783,8145.727838882922,-0.1887385210247885,-0.5649999999995998,0.010365198711063372,8062.0,8069.168270903819,117.75211357183854,914.1929149264329,351.49988659014343,1139.3661576778675,117.75211357183854,151.81134607034255,2.9457653061226665,60.0,-44.0,1.4358383333770837e-05,7933,13291,8057.205000000033,50.31878470185243,1346.7883586319356,0.025723194372546873,0.9260349974116875,0.030468557061265847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_100.0/image000139.fits
27,image000113.fits,EXPTIME_20.0,000113,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_20.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:50:16,20.0,10700,0.0,0,113,3,0,2,800,06/30/23,20:50:11,32.981754,-157.331039,-162.962554,-96.088012,OBJECT,6593.838678267806,6615.330728249194,-0.1565973900433164,0.49499999999989086,0.0011278195488721805,6587.0,6592.824368052199,99.00064925487739,345.5652821537432,187.3657544292737,356.4097108140303,99.00064925487739,71.68620495006508,-20.643163265305702,50.0,-40.0,5.024479084989341e-05,6464,8985,6584.2350000000315,46.84575566746414,799.5085348138338,0.011343164314824883,2.0417695766684787,0.012270122794860379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_20.0/image000113.fits
28,image000114.fits,EXPTIME_20.0,000114,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_20.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:50:44,20.0,10700,0.0,0,114,3,0,2,800,06/30/23,20:50:11,32.981754,-157.331039,-162.962554,-96.088012,OBJECT,6768.291504881035,6789.257540816327,0.021749637506218278,1.082499999999527,0.0004296455424274973,6760.0,6766.089601256645,97.28471916255891,297.3025299190221,216.8481639528029,348.9335286278193,97.28471916255891,84.1063981762918,-31.866887755101743,63.0,-51.0,9.050921062670627e-05,6625,9140,6748.2350000000315,53.95868079676291,785.2752155394701,0.01125647074998481,2.026164734997266,0.01128388690532079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_20.0/image000114.fits
29,image000115.fits,EXPTIME_20.0,000115,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_20.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:51:13,20.0,10700,0.0,0,115,3,0,2,800,06/30/23,20:51:10,33.014781,-157.353652,-162.938674,-96.104049,OBJECT,6916.615618961649,6937.99092481203,-0.18293861768961506,0.277499999999236,0.0004833512352309345,6907.0,6913.665163122281,103.12602758992972,306.0512603181787,191.5163206114771,366.89150553555595,103.12602758992972,94.19464828484615,-41.98081632653066,71.0,-60.0,9.608468371857747e-05,6766,9305,6905.755000000036,59.389230268098785,810.5526637385316,0.010584020812495954,1.9051237462492718,0.010094558053900355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_20.0/image000115.fits
30,image000008.fits,EXPTIME_30.0,000008,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_30.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:32:07,30.0,10700,0.0,0,8,1,0,2,800,06/30/23,20:31:11,32.842678,-157.354064,-162.958740,-96.050109,OBJECT,8338.46540837665,8378.143478517723,0.0033832769477157854,1.6762499999986176,0.001987110633727175,8328.0,8334.08089656839,133.91857361681946,529.2272109234359,304.2313540841396,609.1775889584625,133.91857361681946,100.73034085974905,-22.977908163265965,55.0,-56.0,3.570390087999665e-05,8189,12481,8331.694999999905,54.53171469204359,1414.8174126923934,0.013379101484437503,1.6054921781325004,0.017457635291650512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_30.0/image000008.fits
31,image000007.fits,EXPTIME_5.0,000007,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:30:48,5.0,10700,0.0,0,7,1,0,2,800,06/30/23,20:30:10,32.867191,-157.341064,-162.945510,-96.053527,OBJECT,8362.792026420851,8380.639127282491,0.48380860319048224,-0.7900000000008731,0.00032223415682062297,8360.0,8363.02046882552,132.66286314444812,297.3279726863473,257.554576538197,304.57460187186086,132.66286314444812,-26.667123317412916,28.49852040816404,-45.0,4.0,2.2623430322972385e-05,8215,11191,8364.654999999926,40.313778791557276,1016.5987785114451,0.01,7.2,0.012582680462329266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0/image000007.fits
32,image000101.fits,EXPTIME_5.0,000101,230709.0954,13.31,230709.0954,2023-07-09T09:54:09,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:47:07,5.0,10700,0.0,0,101,3,0,2,800,06/30/23,20:46:10,32.988723,-157.342864,-162.962890,-96.098358,OBJECT,6149.15953052534,6161.811665413534,-0.12058965683900169,0.9025000000001455,0.0005370569280343716,6147.0,6151.086122522958,87.77529972288177,232.94582575997944,217.03617175784672,199.6568132705216,87.77529972288177,19.916754233608117,15.111326530612132,10.0,-4.0,3.6857012550065706e-05,6046,7854,6145.745000000028,38.31825606282987,607.8337515031047,0.01,7.2,0.009843029178773912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0/image000101.fits
33,image000102.fits,EXPTIME_5.0,000102,230709.0954,13.31,230709.0954,2023-07-09T09:54:09,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:47:21,5.0,10700,0.0,0,102,3,0,2,800,06/30/23,20:47:11,32.966274,-157.356292,-162.962799,-96.086090,OBJECT,6177.107660345436,6189.523248120301,-0.12808119864712353,-0.6224999999994907,0.00016111707841031148,6175.0,6178.520426534557,84.26350996436442,192.9589530735299,190.9676997073199,239.59939196923054,84.26350996436442,22.553575770733914,10.06750000000011,11.0,-7.0,5.371556243044105e-05,6071,7892,6173.685000000029,39.090307614134296,602.3382346563039,0.01,7.2,0.009247484077658366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0/image000102.fits
34,image000103.fits,EXPTIME_5.0,000103,230709.0954,13.31,230709.0954,2023-07-09T09:54:09,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:47:35,5.0,10700,0.0,0,103,3,0,2,800,06/30/23,20:47:11,32.966274,-157.356292,-162.962799,-96.086090,OBJECT,6204.938934895357,6217.036104189044,-0.1889801836641709,0.3462500000005093,0.00016111707841031148,6203.0,6206.469690671822,85.99603239609091,186.82987167468266,166.26416035444123,233.20008664646335,85.99603239609091,24.948339122883226,5.6414285714281505,13.0,-9.0,2.864886157397424e-05,6100,7911,6205.595000000028,38.712308819494076,598.004647708393,0.01,7.2,0.008847217183960034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_5.0/image000103.fits
35,image000125.fits,EXPTIME_50.0,000125,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:56:39,50.0,10700,0.0,0,125,3,0,2,800,06/30/23,20:56:10,33.016071,-157.340179,-162.952911,-96.106063,OBJECT,7611.140527459793,7650.8574785177225,0.11382310294902709,1.393750000000182,0.0037056928034371645,7600.0,7605.548150072499,110.8971595737774,608.7668530517434,332.3582414261379,758.8765386497629,110.8971595737774,116.92938992618292,-21.854948979591427,67.0,-60.0,2.968183116607838e-05,7455,11243,7596.755000000036,60.46725134905484,1086.1173118957654,0.016463223482297652,1.185352090725431,0.01680049364076153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_50.0/image000125.fits
36,image000126.fits,EXPTIME_50.0,000126,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:57:38,50.0,10700,0.0,0,126,3,0,2,800,06/30/23,20:57:11,33.021492,-157.320098,-162.952590,-96.109115,OBJECT,7724.423658077416,7765.526288936628,-0.1565973900442259,-0.6487499999993815,0.003866809881847476,7714.0,7719.851381101982,109.80707249441569,623.9327859617919,317.1551389731692,765.4594694220057,109.80707249441569,109.80147850629601,-17.938418367347367,59.0,-52.0,2.568765061077413e-05,7577,11475,7710.935000000034,53.781086660455195,1085.3129131583953,0.01594577602409859,1.1480958737350984,0.017879774146572863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_50.0/image000126.fits
37,image000127.fits,EXPTIME_50.0,000127,230709.0954,13.31,230709.0954,2023-07-09T09:54:10,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_50.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:58:37,50.0,10700,0.0,0,127,3,0,2,800,06/30/23,20:58:11,33.022521,-157.326858,-162.928771,-96.097229,OBJECT,7790.90082472993,7830.8221031149305,-0.027791203479864635,-0.054999999999381544,0.0037593984962406013,7781.0,7786.498831561141,107.86633301701731,610.528763707354,292.7847161141541,723.8967862886574,107.86633301701731,100.5909986973511,-14.054489795918016,53.0,-47.0,2.414516904199916e-05,7651,11477,7774.2350000000315,49.80851320213163,1066.3817871106514,0.017034868490186046,1.2265105312933953,0.01905734539965997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10700/EXPTIME_50.0/image000127.fits
38,image000029.fits,EXPTIME_0.0,000029,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:36:07,0.0,10800,0.0,0,29,20,0,2,800,06/30/23,20:35:10,32.900474,-157.366943,-162.961364,-96.083221,OBJECT,6295.085090387803,6314.562118689581,-0.022232962784073607,0.23374999999941792,0.00010741138560687433,6292.0,6298.725943692605,136.7502442140734,267.4003659044694,256.00517199296695,210.25694832662575,136.7502442140734,31.179637429439936,8.491275510204105,18.0,-15.0,4.1956307557142395e-05,6187,8971,6292.595000000028,39.36541739234004,964.1627112268234,0.01,inf,0.011315305957363726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000029.fits
39,image000030.fits,EXPTIME_0.0,000030,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:36:16,0.0,10800,0.0,0,30,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6261.509662600554,6280.301180451128,0.5038666022237521,-0.003749999999854481,0.0,6259.0,6265.683656355727,134.43214628297903,252.42274611126672,293.66229908915903,210.1340374105794,134.43214628297903,25.006539296569827,16.503469387755104,11.0,-9.0,3.1388677751021556e-05,6155,8867,6257.685000000029,39.43834629962848,928.6097148395321,0.01,inf,0.010593167954225966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000030.fits
40,image000031.fits,EXPTIME_0.0,000031,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:36:25,0.0,10800,0.0,0,31,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6237.044612768727,6255.663603651987,-0.03528274528707698,0.78125,0.0,6234.0,6241.232805703238,134.59250683719216,253.48015628908956,304.9697304125552,207.6545757150013,134.59250683719216,22.951348241424057,17.371581632653033,10.0,-7.0,4.669101577963894e-05,6133,8820,6231.775000000027,38.4524474318035,982.1747438548471,0.01,inf,0.011086648948679348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000031.fits
41,image000032.fits,EXPTIME_0.0,000032,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:36:34,0.0,10800,0.0,0,32,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6218.081845411226,6236.871207841031,0.35476075398764806,0.8712500000001455,0.0,6216.0,6222.326036732721,135.4665295685618,255.1414475573634,335.362632062165,212.64307015354902,135.4665295685618,20.613523664785134,25.559897959184127,7.0,-6.0,3.072330733640829e-05,6113,8808,6210.835000000026,39.16104618839078,938.6190597082988,0.01,inf,0.01101399128131637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000032.fits
42,image000033.fits,EXPTIME_0.0,000033,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:36:43,0.0,10800,0.0,0,33,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6202.056366058465,6220.540585392052,0.23078782020365907,0.2437500000005457,0.0,6200.0,6207.071398018366,137.8575740318042,250.34587280518875,273.73387297571657,196.7343902792877,137.8575740318042,18.901904038210887,19.86428571428587,6.0,-5.0,3.191163997210807e-05,6099,8768,6196.835000000026,38.532381820961426,944.5791839492505,0.01,inf,0.010802988440247248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000033.fits
43,image000034.fits,EXPTIME_0.0,000034,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:36:52,0.0,10800,0.0,0,34,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6189.521578789047,6213.04573254565,0.15901401643259305,-0.40500000000065484,0.0033834586466165413,6187.0,6194.344052682455,142.21162962870554,454.839832181186,288.9104622325434,205.89164967390641,142.21162962870554,18.642435953104723,22.79591836734653,5.0,-3.0,9.667474037350718e-06,6084,8988,6180.895000000026,38.87343639506991,977.0418195669002,0.01,inf,0.014981834955695973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000034.fits
44,image000035.fits,EXPTIME_0.0,000035,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:37:01,0.0,10800,0.0,0,35,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6178.1005626183905,6196.502579484425,0.45360077332043147,0.4437500000003638,0.00016111707841031148,6176.0,6182.778244320928,134.8468356531072,262.54462372651324,305.6736497052118,209.12928829021376,134.8468356531072,17.971775944420187,25.07744897959219,5.0,-2.0,2.9015077627302656e-05,6075,8720,6177.715000000027,38.41638175485461,941.0843128533018,0.01,inf,0.01076327941934957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000035.fits
45,image000036.fits,EXPTIME_0.0,000036,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:37:10,0.0,10800,0.0,0,36,20,0,2,800,06/30/23,20:36:11,32.881641,-157.351516,-162.966400,-96.092086,OBJECT,6168.677261236808,6187.139517722879,0.20517158047459816,-0.04125000000021828,0.0,6167.0,6173.495375785404,136.82320836890383,247.76454482707106,253.8801838315605,204.57821420690752,136.82320836890383,17.094802431611242,18.153571428571013,4.0,-3.0,1.6290022431700904e-05,6065,8741,6168.655000000028,38.71169756175617,940.0039363022395,0.01,inf,0.010678003065986928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000036.fits
46,image000037.fits,EXPTIME_0.0,000037,230709.0954,13.31,230709.0954,2023-07-09T09:54:08,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T20:37:19,0.0,10800,0.0,0,37,20,0,2,800,06/30/23,20:37:11,32.937374,-157.353576,-162.947814,-96.082550,OBJECT,6160.327334036199,6178.290173469388,0.10053165780482232,-0.09250000000065484,0.0,6158.0,6165.013173030449,135.98328987832642,241.95386000056928,270.91453764107797,197.8384660469788,135.98328987832642,17.284800260529664,22.379081632652742,4.0,-1.0,3.4163698906908765e-05,6058,8660,6152.925000000027,38.3311666923505,901.6106768015535,0.01,inf,0.011109860824578613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2_hdr/EMGAIN_10800/EXPTIME_0.0/image000037.fits
