Index,Filename,Directory,IMNO_1,ModificationTime,FileSize_Mo,CreationTime,CreationTime_ISO8601,dir_path,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,EXTEND,BZERO,BSCALE,ADD_COMM,IMG_SIZE,SOFT_VER,DATE,EXPTIME,EMGAIN,GAIN1,VSS,IMNO,IMBURST,SHUTTER,ROS,OFFSET,TEMPDATE,TEMPTIME,TEMPA,TEMPB,TEMPC,TEMPD,OBSTYPE,median_physical,mean_physical,Col2ColDiff_pre_scan,Line2lineDiff_pre_scan,SaturatedPixels,median_pre_scan,mean_pre_scan,std_pre_scan,stdXY,stdXY_Top,stdXY_Bottom,stdXY_pre_scan,BottomImage,TopImage,BottomImage_median,TopImage_median,flat,percentile_04,percentile_998,hist_bias,hist_ron,hist_gain,hist_flux,e_per_hour,FRAC5SIG,BIAS_ADU,RN_E-,GAINEM,SCIC,FLUX,SMEARING,MCIC,Path
0,image000006.fits,EXPTIME_0.0,000006,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:40:22,0.0,10500,0.0,0,6,20,0,1,800,06/30/23,18:40:11,32.578971,-157.100570,-162.659820,-96.125701,OBJECT,956.7353820924303,956.7984645542427,0.013291445142613156,-0.028750000000059117,0.0,956.0,956.0118330111164,5.137396549335649,8.33630481605146,9.753662442742193,6.484450962789632,5.137396549335649,3.5247069040382257,-2.6042346938775154,3.0,-4.0,0.0,948,1038,955.9814999999994,57.42932430762169,572.0033033374153,0.01,inf,0.006548880094868821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000006.fits
1,image000007.fits,EXPTIME_0.0,000007,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:40:31,0.0,10500,0.0,0,7,20,0,1,800,06/30/23,18:40:11,32.578971,-157.100570,-162.659820,-96.125701,OBJECT,948.7038121037187,948.7652620837808,0.003624939584369713,-0.07625000000007276,0.0,948.0,948.027933784437,5.048302959210085,8.297537529000286,9.289628004421774,6.729397814686674,5.048302959210085,3.254407294832845,-2.2555612244898384,3.0,-3.0,0.0,940,1030,947.0204999999994,53.62948746941811,549.760552185454,0.01,inf,0.006978014656895405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000007.fits
2,image000008.fits,EXPTIME_0.0,000008,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:40:40,0.0,10500,0.0,0,8,20,0,1,800,06/30/23,18:40:11,32.578971,-157.100570,-162.659820,-96.125701,OBJECT,942.0504506482305,942.1473147153598,-0.014258095698551188,-0.01375000000007276,0.0,941.0,941.4244804253262,4.583206103353623,28.173623192796025,8.986205312729744,6.527744753163061,4.583206103353623,2.9278093790708226,-1.196530612244942,3.0,-2.0,0.00125983768855922,935,1023,941.0204999999994,46.51222192772094,523.7293703950747,0.01,inf,0.007284506133935249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000008.fits
3,image000009.fits,EXPTIME_0.0,000009,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:40:49,0.0,10500,0.0,0,9,20,0,1,800,06/30/23,18:40:11,32.578971,-157.100570,-162.659820,-96.125701,OBJECT,936.9225223961873,937.1732395273899,-0.00604156597387373,0.014999999999986358,0.0,936.0,936.3237022716288,4.7060124557565475,66.84254326078496,10.438577216856027,6.414096563014182,4.7060124557565475,2.427881024750377,-0.8357653061224255,2.0,-2.0,0.0,930,1018,936.0204999999994,44.73604139599436,541.3188346071214,0.01,inf,0.00801856875609587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000009.fits
4,image000010.fits,EXPTIME_0.0,000010,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:40:58,0.0,10500,0.0,0,10,20,0,1,800,06/30/23,18:40:11,32.578971,-157.100570,-162.659820,-96.125701,OBJECT,931.9158405963931,931.9879355531687,-0.014016433059509836,0.0062499999999090505,0.0,931.0,931.2805485741904,4.773386081404895,28.670200634027953,9.713027566950862,6.332500521253365,4.773386081404895,2.5862288319583513,-1.2092346938775336,2.0,-2.0,0.0,924,1012,931.0204999999994,45.7852579952966,529.1658751324462,0.01,inf,0.007516322451698865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000010.fits
5,image000011.fits,EXPTIME_0.0,000011,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:41:07,0.0,10500,0.0,0,11,20,0,1,800,06/30/23,18:40:11,32.578971,-157.100570,-162.659820,-96.125701,OBJECT,926.20034884554,926.2136009667024,-0.01353310778154082,-0.06499999999994088,0.0,925.0,925.5149891251813,4.696985199169327,7.9911290288349,10.355976489944702,6.7763728500383245,4.696985199169327,3.182733391228794,-1.375969387755049,3.0,-2.0,0.015659709953750236,918,1004,925.0204999999994,48.84239995242055,522.0896515725736,0.01,inf,0.006971398876741349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000011.fits
6,image000012.fits,EXPTIME_0.0,000012,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:41:16,0.0,10500,0.0,0,12,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,919.5499508861553,919.5672556390978,0.003624939584369713,-0.06999999999993634,0.0,919.0,918.8275833736104,4.801137130533813,8.106964741719178,10.20885447038812,6.603506475387482,4.801137130533813,2.82539513677807,-2.4337244897959636,2.0,-3.0,0.0,911,998,918.0204999999994,52.14182226876364,565.0198851971762,0.01,inf,0.00698066094427463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000012.fits
7,image000013.fits,EXPTIME_0.0,000013,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:41:25,0.0,10500,0.0,0,13,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,912.099321072359,912.1121079484425,0.007008216529698075,0.021250000000009095,0.0,911.0,911.3613508941518,4.896306171474489,8.15768525336482,9.287843318245042,6.522971244680564,4.896306171474489,3.6629070777247534,-2.2822959183673674,3.0,-3.0,0.015026786292513566,903,990,910.9744999999994,56.297804618799795,540.0162673108713,0.01,inf,0.00653150632364933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000013.fits
8,image000014.fits,EXPTIME_0.0,000014,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:41:34,0.0,10500,0.0,0,14,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,904.0254548136347,904.0416122448979,-0.010149830836212459,0.08499999999992269,0.0,903.0,903.2725737071049,4.802673690214485,8.136133743239748,10.557218282725664,6.49549005125332,4.802673690214485,3.723302214502837,-2.352091836734644,3.0,-3.0,0.015106499548059966,895,982,902.9744999999994,58.04760118765507,547.7344492827757,0.01,inf,0.006317121918720857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000014.fits
9,image000015.fits,EXPTIME_0.0,000015,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:41:42,0.0,10500,0.0,0,15,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,895.8805302052604,895.933761546724,-0.0016916384727210243,0.0025000000000545697,0.0,895.0,895.1570541324311,4.983866481588486,25.879616126106953,8.893139782645346,6.70355141063203,4.983866481588486,3.5292748588797167,-2.515102040816373,3.0,-3.0,0.0,887,975,894.9744999999994,57.00533265138313,573.7767457763182,0.01,inf,0.006067930441317355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000015.fits
10,image000016.fits,EXPTIME_0.0,000016,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:41:51,0.0,10500,0.0,0,16,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,888.0913351817888,888.1216621911923,0.006041565973987417,0.028750000000059117,0.0,887.0,887.3929627839536,4.848326909584506,8.133096057459927,8.983892233240313,6.577013458151071,4.848326909584506,3.5491120277898744,-1.9561224489796132,3.0,-3.0,0.015117786115486871,880,967,886.9744999999994,53.59244554456072,540.1481411273352,0.01,inf,0.006418319325043838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000016.fits
11,image000017.fits,EXPTIME_0.0,000017,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:00,0.0,10500,0.0,0,17,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,880.9886561227777,881.0263995703544,0.018608023199590207,0.1037499999999909,0.0,880.0,880.3138231029483,4.68753474144719,19.81005921040692,177.71565820879246,6.268744213972191,4.68753474144719,3.195664350846755,0.994387755102025,3.0,-2.0,0.0,873,957,879.9744999999994,50.99245406354641,510.79129332844377,0.01,inf,0.006515664910945918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000017.fits
12,image000018.fits,EXPTIME_0.0,000018,230709.1714,13.31,230709.1714,2023-07-09T17:14:12,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:09,0.0,10500,0.0,0,18,20,0,1,800,06/30/23,18:41:10,32.549041,-157.101409,-162.673400,-96.143798,OBJECT,874.6301004349431,874.6471160042964,0.018366360560662542,-0.007500000000050022,0.0,874.0,873.9862820202997,4.522810889471743,7.796801256611133,9.088109636548783,6.238057674909219,4.522810889471743,2.5187972210160297,-1.7437755102040455,2.0,-2.0,0.0,867,950,873.9744999999994,47.915078090017005,530.1619991029894,0.01,inf,0.007173807607647089,873.52,51.002,591.09,0.0016,0.1609,0.0125,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000018.fits
13,image000019.fits,EXPTIME_0.0,000019,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:18,0.0,10500,0.0,0,19,20,0,1,800,06/30/23,18:42:11,32.598838,-157.115737,-162.675231,-96.155151,OBJECT,869.0939706979063,869.1992883995704,0.030691155147451354,-0.057500000000118234,0.0,868.0,868.4922112131464,4.673146525145647,42.16457085606869,8.366110908581948,6.350306856471498,4.673146525145647,2.738169778549718,-1.04071428571433,2.0,-2.0,0.0005624768217613997,862,947,868.0204999999994,45.74075150278186,527.302549176427,0.01,inf,0.00789870260345395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000019.fits
14,image000020.fits,EXPTIME_0.0,000020,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:27,0.0,10500,0.0,0,20,20,0,1,800,06/30/23,18:42:11,32.598838,-157.115737,-162.675231,-96.155151,OBJECT,864.2628247575253,864.2772567132116,0.0031416143064006974,-0.052500000000009095,0.0,864.0,863.6868668438859,4.393511084733366,7.720658035993383,9.538440662431178,6.23233822185593,4.393511084733366,1.6514046895354113,-1.4561224489796132,1.0,-2.0,0.0,857,940,863.0204999999994,43.90810998094733,503.9188360218584,0.01,inf,0.007505712896155207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000020.fits
15,image000021.fits,EXPTIME_0.0,000021,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:36,0.0,10500,0.0,0,21,20,0,1,800,06/30/23,18:42:11,32.598838,-157.115737,-162.675231,-96.155151,OBJECT,860.1177020952271,860.1255247046187,0.0038666022232973773,-0.04875000000004093,0.0,859.0,859.5745517158048,4.3632481097003275,7.631934380515035,9.01506315563129,6.450160450548743,4.3632481097003275,2.3076183239253396,-0.3642346938775063,2.0,-1.0,0.017168436429112824,853,935,859.0204999999994,42.86710723800147,519.5834940003892,0.01,inf,0.007356311424734047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000021.fits
16,image000022.fits,EXPTIME_0.0,000022,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:45,0.0,10500,0.0,0,22,20,0,1,800,06/30/23,18:42:11,32.598838,-157.115737,-162.675231,-96.155151,OBJECT,856.5584046673099,856.6102679914071,-0.008699855002305412,0.023749999999949978,0.0,856.0,856.047028757854,4.223603751962939,26.866103427280727,8.787182687974386,6.342800825352966,4.223603751962939,1.533634389926192,-0.6657142857143299,1.0,-1.0,0.0,850,933,856.0204999999994,41.52384943759621,492.503348228906,0.01,inf,0.00783731639200972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000022.fits
17,image000023.fits,EXPTIME_0.0,000023,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:42:54,0.0,10500,0.0,0,23,20,0,1,800,06/30/23,18:42:11,32.598838,-157.115737,-162.675231,-96.155151,OBJECT,853.5592185853761,853.5980531686358,0.004833252779008035,-0.0037500000000818545,0.0,853.0,853.0747667955534,4.239132276076542,22.317783870173987,9.711532803206458,6.178525485350222,4.239132276076542,1.3693182805036486,-0.3542857142857656,1.0,-1.0,0.0,847,928,853.0204999999994,40.99795931455115,500.19505386729094,0.01,inf,0.007881254871654792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000023.fits
18,image000024.fits,EXPTIME_0.0,000024,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:43:03,0.0,10500,0.0,0,24,20,0,1,800,06/30/23,18:42:11,32.598838,-157.115737,-162.675231,-96.155151,OBJECT,850.955460238057,851.0314806659505,0.005799903334946066,0.029999999999972715,0.0,850.0,850.4959859835669,4.369939753342839,37.13457553493696,8.685238591297022,6.257318113305187,4.369939753342839,1.64374945722966,0.15285714285710128,1.0,-1.0,0.0,845,926,850.0134999999996,40.37811848241135,476.9382165844219,0.01,inf,0.007910726182544969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000024.fits
19,image000025.fits,EXPTIME_0.0,000025,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:43:12,0.0,10500,0.0,0,25,20,0,1,800,06/30/23,18:43:11,32.571491,-157.123657,-162.697387,-96.142303,OBJECT,848.7433610879136,848.7460456498388,0.010874818752881765,0.01749999999992724,0.0,848.0,848.2929482841953,4.23674808926641,7.381462301316526,8.411702716860283,6.123086987516478,4.23674808926641,1.2813547546678592,0.1194897959184118,1.0,-1.0,0.0,842,921,848.0204999999994,40.17436008024841,498.89358300931207,0.01,inf,0.007647938987034478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000025.fits
20,image000086.fits,EXPTIME_0.0,000086,230709.0953,13.31,230709.0953,2023-07-09T09:53:00,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:52:23,0.0,10500,0.0,0,86,3,0,1,800,06/30/23,18:52:10,32.683475,-157.177795,-162.750000,-96.125747,OBJECT,831.3409521227293,831.2279242749731,-0.011841469308819796,-0.009999999999990905,0.0,831.0,830.9246737554374,3.6483737384114665,6.051110677239983,7.058170552693968,4.898631020935913,3.6483737384114665,0.23168258792884444,0.2980102040816064,0.0,0.0,0.0,825,890,831.0204999999994,38.91573099413543,413.6741520369851,0.01,inf,0.007239067781817987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000086.fits
21,image000087.fits,EXPTIME_0.0,000087,230709.0953,13.31,230709.0953,2023-07-09T09:53:00,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:52:32,0.0,10500,0.0,0,87,3,0,1,800,06/30/23,18:52:10,32.683475,-157.177795,-162.750000,-96.125747,OBJECT,831.2843534782965,831.1652448979592,0.010391493475140123,-0.002499999999940883,0.0,831.0,830.873157322378,3.6813294707489472,5.98996746530449,7.257764536104547,4.93016830862512,3.6813294707489472,0.032705167173276095,0.3486224489795404,0.0,0.0,0.0,825,889,831.0204999999994,39.1166512771155,398.07209111304354,0.01,inf,0.0068645738954324995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000087.fits
22,image000088.fits,EXPTIME_0.0,000088,230709.0953,13.31,230709.0953,2023-07-09T09:53:00,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:52:41,0.0,10500,0.0,0,88,3,0,1,800,06/30/23,18:52:10,32.683475,-157.177795,-162.750000,-96.125747,OBJECT,831.2882325095004,831.1701595059076,0.01280811986464414,-0.00874999999996362,0.0,831.0,830.8735331077816,3.499890468007995,16.02945724457486,6.5892037166909745,30.43100131965732,3.499890468007995,0.08509769865395356,0.30688775510202504,0.0,0.0,0.0,825,887,831.0204999999994,38.84073650068366,379.6714646020412,0.01,inf,0.00643037974683544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_0.0/image000088.fits
23,image000004.fits,EXPTIME_100.0,000004,230709.0952,13.31,230709.0952,2023-07-09T09:52:59,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:01:00,100.0,10500,0.0,0,4,1,0,1,800,06/30/23,18:00:10,32.713405,-157.811904,-163.459640,-96.370132,OBJECT,1014.1865882551992,1048.958626208378,0.006524891251729059,0.0012500000000272848,0.0,961.0,961.3736926051232,9.171164571004436,177.5186162075387,108.50401075584314,198.14704141030614,9.171164571004436,69.40143291359095,108.24734693877554,34.0,75.0,0.001681853107374739,952,1583,961.9744999999994,44.10196498226607,1825.5261637104202,0.8104698733634801,29.176915441085285,0.7519826782145236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0/image000004.fits
24,image000005.fits,EXPTIME_100.0,000005,230710.1316,13.31,230710.1316,2023-07-10T13:16:31,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T18:11:15,100.0,10500,0.0,0,5,1,0,1,800,06/30/23,18:11:11,32.683216,-157.773193,-163.402526,-96.356079,OBJECT,961.4071374539936,966.1782486573577,0.0004833252779690156,0.0049999999999954525,0.0,960.0,960.4271411309811,6.120478303135636,153.87369894455355,164.9337510254088,118.23828654825417,6.120478303135636,3.70200825010852,6.0288775510204005,-2.0,1.0,4.223487491688871e-05,951,1227,961.0204999999994,42.36808021445506,1062.1339290657138,0.05160914536954189,1.8579292333035082,0.0548959150851507,959.401,53.4545,1252.08,0,0.05228,0.46363,0.02818,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0/image000005.fits
25,image000134.fits,EXPTIME_100.0,000134,230709.0953,13.31,230709.0953,2023-07-09T09:53:01,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T19:16:38,100.0,10500,0.0,0,134,3,0,1,800,06/30/23,19:16:11,32.812488,-157.250488,-162.834335,-96.117553,OBJECT,937.5125595524639,940.7305843179377,0.006524891251842746,0.04250000000001819,0.0,936.0,936.7158011116481,4.8369515453818535,156.40092264165256,14.690644002204266,186.1035640384307,4.8369515453818535,8.008601823708204,0.3936734693877497,3.0,-1.5,4.0880987566219667e-05,930,1134,936.0204999999994,46.536588030682765,830.3626827970214,0.033188635040099244,1.1947908614435727,0.031813245747863116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0/image000134.fits
26,image000135.fits,EXPTIME_100.0,000135,230709.0953,13.31,230709.0953,2023-07-09T09:53:01,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T19:18:27,100.0,10500,0.0,0,135,3,0,1,800,06/30/23,19:18:10,32.776622,-157.259368,-162.867279,-96.130203,OBJECT,940.4232699324577,943.7791385606874,0.004108264862225042,0.07124999999996362,0.0,939.0,939.5919659255679,4.639423856832174,160.50571624524682,13.710073590507925,205.6615938891429,4.639423856832174,8.721914893617054,-0.1449999999999818,3.0,-2.0,3.8816734050903573e-05,932,1140,939.0204999999994,48.99878571349413,832.6415081421147,0.03204945091809097,1.153780233051275,0.03054113546241418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0/image000135.fits
27,image000136.fits,EXPTIME_100.0,000136,230709.0953,13.31,230709.0953,2023-07-09T09:53:01,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0,True,16,2,3216,2069,True,32768,1,,"3216,2069",4.8.0,2023-06-30T19:20:16,100.0,10500,0.0,0,136,3,0,1,800,06/30/23,19:20:10,32.780750,-157.276733,-162.872924,-96.123092,OBJECT,942.5764911760739,945.2499226638024,0.005799903334946066,-0.004999999999881766,0.0,941.0,941.7458784436926,4.953446452332747,108.74451629071825,12.829287221742744,134.3928891344909,4.953446452332747,7.786669561441613,-0.42372448979597266,4.0,-2.0,8.456395148247004e-05,934,1136,941.0204999999994,51.06170795700434,841.3741839679702,0.03155883775476946,1.1361181591717007,0.02907763807980728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,/Users/Vincent/DS9QuickLookPlugIn/subsets/S2/EMGAIN_10500.0/EXPTIME_100.0/image000136.fits
